ref	tar	nrc
PT5	HS6	0.00687
PT6	HS6	0.00292
PT7	HS6	0.00665
PT8	HS6	0.00694
PT9	HS6	0.00731
PT10	HS6	0.00731
PT11	HS6	0.00729
PT12	HS6	0.00723
PT13	HS6	0.00734
PT14	HS6	0.00737
PT15	HS6	0.00735
PT16	HS6	0.00737
PT17	HS6	0.00758
PT18	HS6	0.00749
PT19	HS6	0.0071
PT20	HS6	0.00729
PT21	HS6	0.00757
PT22	HS6	0.00752
PTX	HS6	0.00727
PTY	HS6	0.0059
PTMT	HS6	0
PTUL	HS6	0.01091
PTUP	HS6	0.0077
PT1	HS7	0.00946
PT2A	HS7	0.00878
PT2B	HS7	0.00796
PT3	HS7	0.01033
PT4	HS7	0.00785
PT5	HS7	0.00733
PT6	HS7	0.00752
PT7	HS7	0.04064
PT8	HS7	0.00824
PT9	HS7	0.0076
PT10	HS7	0.00924
PT11	HS7	0.00855
PT12	HS7	0.00895
PT13	HS7	0.00731
PT14	HS7	0.0075
PT15	HS7	0.00759
PT16	HS7	0.00803
PT17	HS7	0.00894
PT18	HS7	0.00778
PT19	HS7	0.00771
PT20	HS7	0.00809
PT21	HS7	0.00768
PT22	HS7	0.01053
PTX	HS7	0.00857
PTY	HS7	0.00635
PTMT	HS7	0
PTUL	HS7	0.07876
PTUP	HS7	0.01123
PT1	HS8	0.00624
PT2A	HS8	0.0071
PT2B	HS8	0.00689
PT3	HS8	0.00787
PT4	HS8	0.00736
PT5	HS8	0.00648
PT6	HS8	0.00645
PT7	HS8	0.00684
PT8	HS8	0.00319
PT9	HS8	0.00796
PT10	HS8	0.00723
PT11	HS8	0.00852
PT12	HS8	0.00781
PT13	HS8	0.00693
PT14	HS8	0.00709
PT15	HS8	0.00696
PT16	HS8	0.00792
PT17	HS8	0.00726
PT18	HS8	0.00701
PT19	HS8	0.0068
PT20	HS8	0.00691
PT21	HS8	0.0071
PT22	HS8	0.00761
PTX	HS8	0.00661
PTY	HS8	0.00552
PTMT	HS8	0
PTUL	HS8	0.01386
PTUP	HS8	0.01221
PT1	HS9	0.00677
PT2A	HS9	0.00987
PT2B	HS9	0.00683
PT3	HS9	0.00914
PT4	HS9	0.00848
PT5	HS9	0.00622
PT6	HS9	0.00629
PT7	HS9	0.00662
PT8	HS9	0.00614
PT9	HS9	0.01569
PT10	HS9	0.00801
PT11	HS9	0.00663
PT12	HS9	0.0074
PT13	HS9	0.00691
PT14	HS9	0.00712
PT15	HS9	0.0067
PT16	HS9	0.00743
PT17	HS9	0.00729
PT18	HS9	0.00685
PT19	HS9	0.0067
PT20	HS9	0.00857
PT21	HS9	0.00685
PT22	HS9	0.01118
PTX	HS9	0.0064
PTY	HS9	0.00534
PTMT	HS9	0
PTUL	HS9	0.01493
PTUP	HS9	0.01472
PT1	HS10	0.00727
PT2A	HS10	0.0072
PT2B	HS10	0.0071
PT3	HS10	0.00826
PT4	HS10	0.00705
PT5	HS10	0.0064
PT6	HS10	0.00675
PT7	HS10	0.00679
PT8	HS10	0.00673
PT9	HS10	0.00709
PT10	HS10	0.01348
PT11	HS10	0.00731
PT12	HS10	0.0069
PT13	HS10	0.00692
PT14	HS10	0.0071
PT15	HS10	0.00704
PT16	HS10	0.00713
PT17	HS10	0.00756
PT18	HS10	0.00736
PT19	HS10	0.00737
PT20	HS10	0.00703
PT21	HS10	0.00722
PT22	HS10	0.00986
PTX	HS10	0.00749
PTY	HS10	0.00613
PTMT	HS10	0
PTUL	HS10	0.01399
PTUP	HS10	0.00892
PT1	HS11	0.0078
PT2A	HS11	0.00915
PT2B	HS11	0.00727
PT3	HS11	0.01111
PT4	HS11	0.00779
PT5	HS11	0.0072
PT6	HS11	0.00738
PT7	HS11	0.00725
PT8	HS11	0.00758
PT9	HS11	0.0076
PT10	HS11	0.00849
PT11	HS11	0.00661
PT12	HS11	0.00782
PT13	HS11	0.00707
PT14	HS11	0.00748
PT15	HS11	0.00703
PT16	HS11	0.00787
PT17	HS11	0.00794
PT18	HS11	0.0072
PT19	HS11	0.00714
PT20	HS11	0.00743
PT21	HS11	0.00735
PT22	HS11	0.00809
PTX	HS11	0.0075
PTY	HS11	0.00593
PTMT	HS11	0
PTUL	HS11	0.01077
PTUP	HS11	0.00746
PT1	HS12	0.00728
PT2A	HS12	0.00838
PT2B	HS12	0.00768
PT3	HS12	0.00933
PT4	HS12	0.00792
PT5	HS12	0.0072
PT6	HS12	0.00805
PT7	HS12	0.00727
PT8	HS12	0.00813
PT9	HS12	0.00796
PT10	HS12	0.00823
PT11	HS12	0.00811
PT12	HS12	0.2134
PT13	HS12	0.00762
PT14	HS12	0.00789
PT15	HS12	0.00778
PT16	HS12	0.00787
PT17	HS12	0.00888
PT18	HS12	0.00783
PT19	HS12	0.0083
PT20	HS12	0.00818
PT21	HS12	0.00804
PT22	HS12	0.01061
PTX	HS12	0.00884
PTY	HS12	0.0064
PTMT	HS12	0
PTUL	HS12	0.01193
PTUP	HS12	0.00767
PT1	HS13	0.00498
PT2A	HS13	0.00667
PT2B	HS13	0.00598
PT3	HS13	0.0068
PT4	HS13	0.00467
PT5	HS13	0.005
PT6	HS13	0.00515
PT7	HS13	0.00489
PT8	HS13	0.005
PT9	HS13	0.00612
PT10	HS13	0.00549
PT11	HS13	0.00552
PT12	HS13	0.00559
PT13	HS13	0.0036
PT14	HS13	0.00565
PT15	HS13	0.00547
PT16	HS13	0.00636
PT17	HS13	0.00584
PT18	HS13	0.00543
PT19	HS13	0.00511
PT20	HS13	0.00548
PT21	HS13	0.00559
PT22	HS13	0.00715
PTX	HS13	0.005
PTY	HS13	0.00431
PTMT	HS13	0
PTUL	HS13	0.00727
PTUP	HS13	0.00851
PT1	HS14	0.00592
PT2A	HS14	0.00727
PT2B	HS14	0.00812
PT3	HS14	0.00811
PT4	HS14	0.00579
PT5	HS14	0.00606
PT6	HS14	0.00612
PT7	HS14	0.00593
PT8	HS14	0.00615
PT9	HS14	0.00694
PT10	HS14	0.00677
PT11	HS14	0.00652
PT12	HS14	0.00657
PT13	HS14	0.00639
PT14	HS14	0.00462
PT15	HS14	0.0065
PT16	HS14	0.00751
PT17	HS14	0.0068
PT18	HS14	0.00643
PT19	HS14	0.00605
PT20	HS14	0.00654
PT21	HS14	0.00664
PT22	HS14	0.00805
PTX	HS14	0.00608
PTY	HS14	0.00506
PTMT	HS14	0
PTUL	HS14	0.01519
PTUP	HS14	0.01036
PT1	HS15	0.00642
PT2A	HS15	0.00762
PT2B	HS15	0.00656
PT3	HS15	0.00977
PT4	HS15	0.00566
PT5	HS15	0.00596
PT6	HS15	0.00532
PT7	HS15	0.00534
PT8	HS15	0.00539
PT9	HS15	0.00744
PT10	HS15	0.00688
PT11	HS15	0.00711
PT12	HS15	0.00613
PT13	HS15	0.0066
PT14	HS15	0.00607
PT15	HS15	0.02433
PT16	HS15	0.00833
PT17	HS15	0.00734
PT18	HS15	0.00625
PT19	HS15	0.00559
PT20	HS15	0.00641
PT21	HS15	0.00668
PT22	HS15	0.00927
PTX	HS15	0.00552
PTY	HS15	0.00588
PTMT	HS15	0
PTUL	HS15	0.01122
PTUP	HS15	0.00971
PT1	HS16	0.00809
PT2A	HS16	0.00794
PT2B	HS16	0.00775
PT3	HS16	0.0096
PT4	HS16	0.00813
PT5	HS16	0.00654
PT6	HS16	0.00749
PT7	HS16	0.00808
PT8	HS16	0.00664
PT9	HS16	0.00674
PT10	HS16	0.00978
PT11	HS16	0.007
PT12	HS16	0.00708
PT13	HS16	0.00679
PT14	HS16	0.00693
PT15	HS16	0.00791
PT16	HS16	0.02032
PT17	HS16	0.00934
PT18	HS16	0.00826
PT19	HS16	0.00726
PT20	HS16	0.00688
PT21	HS16	0.00723
PT22	HS16	0.01227
PTX	HS16	0.00825
PTY	HS16	0.00726
PTMT	HS16	0
PTUL	HS16	0.02196
PTUP	HS16	0.01466
PT1	HS17	0.01387
PT2A	HS17	0.01382
PT2B	HS17	0.0087
PT3	HS17	0.01249
PT4	HS17	0.00805
PT5	HS17	0.00827
PT6	HS17	0.0083
PT7	HS17	0.00773
PT8	HS17	0.00736
PT9	HS17	0.00956
PT10	HS17	0.00852
PT11	HS17	0.00811
PT12	HS17	0.00793
PT13	HS17	0.00792
PT14	HS17	0.00785
PT15	HS17	0.00763
PT16	HS17	0.00905
PT17	HS17	0.25771
PT18	HS17	0.00829
PT19	HS17	0.00827
PT20	HS17	0.00862
PT21	HS17	0.00833
PT22	HS17	0.00975
PTX	HS17	0.00877
PTY	HS17	0.00727
PTMT	HS17	0
PTUL	HS17	0.01703
PTUP	HS17	0.01904
PT1	HS18	0.00771
PT2A	HS18	0.01141
PT2B	HS18	0.00793
PT3	HS18	0.01277
PT4	HS18	0.00498
PT5	HS18	0.00614
PT6	HS18	0.00553
PT7	HS18	0.00443
PT8	HS18	0.00597
PT9	HS18	0.01109
PT10	HS18	0.00735
PT11	HS18	0.00657
PT12	HS18	0.00672
PT13	HS18	0.00756
PT14	HS18	0.00607
PT15	HS18	0.00636
PT16	HS18	0.00984
PT17	HS18	0.00742
PT18	HS18	0.11354
PT19	HS18	0.00597
PT20	HS18	0.00599
PT21	HS18	0.00843
PT22	HS18	0.01182
PTX	HS18	0.00543
PTY	HS18	0.00453
PTMT	HS18	0
PTUL	HS18	0.01454
PTUP	HS18	0.00835
PT1	HS19	0.0106
PT2A	HS19	0.01156
PT2B	HS19	0.01109
PT3	HS19	0.0162
PT4	HS19	0.01247
PT5	HS19	0.0112
PT6	HS19	0.01176
PT7	HS19	0.01056
PT8	HS19	0.01067
PT9	HS19	0.01123
PT10	HS19	0.01259
PT11	HS19	0.01179
PT12	HS19	0.01106
PT13	HS19	0.01068
PT14	HS19	0.01072
PT15	HS19	0.01112
PT16	HS19	0.01107
PT17	HS19	0.01242
PT18	HS19	0.01103
PT19	HS19	0.0199
PT20	HS19	0.01116
PT21	HS19	0.01122
PT22	HS19	0.01748
PTX	HS19	0.01251
PTY	HS19	0.00971
PTMT	HS19	0
PTUL	HS19	0.03518
PTUP	HS19	0.01309
PT1	HS20	0.00867
PT2A	HS20	0.00977
PT2B	HS20	0.00803
PT3	HS20	0.01389
PT4	HS20	0.00737
PT5	HS20	0.00707
PT6	HS20	0.00707
PT7	HS20	0.00863
PT8	HS20	0.00675
PT9	HS20	0.01167
PT10	HS20	0.00808
PT11	HS20	0.00769
PT12	HS20	0.00926
PT13	HS20	0.00622
PT14	HS20	0.00743
PT15	HS20	0.00675
PT16	HS20	0.0096
PT17	HS20	0.00947
PT18	HS20	0.00661
PT19	HS20	0.0072
PT20	HS20	0.00755
PT21	HS20	0.00675
PT22	HS20	0.01064
PTX	HS20	0.00666
PTY	HS20	0.00609
PTMT	HS20	0
PTUL	HS20	0.01105
PTUP	HS20	0.00874
PT1	HS21	0.00629
PT2A	HS21	0.00886
PT2B	HS21	0.0105
PT3	HS21	0.01279
PT4	HS21	0.00795
PT5	HS21	0.00613
PT6	HS21	0.00638
PT7	HS21	0.00994
PT8	HS21	0.00618
PT9	HS21	0.0097
PT10	HS21	0.00741
PT11	HS21	0.00671
PT12	HS21	0.00674
PT13	HS21	0.00631
PT14	HS21	0.00698
PT15	HS21	0.00538
PT16	HS21	0.00866
PT17	HS21	0.00789
PT18	HS21	0.00687
PT19	HS21	0.00577
PT20	HS21	0.00876
PT21	HS21	0.00907
PT22	HS21	0.01051
PTX	HS21	0.00595
PTY	HS21	0.00669
PTMT	HS21	0
PTUL	HS21	0.01857
PTUP	HS21	0.0253
PT1	HS22	0.00734
PT2A	HS22	0.00929
PT2B	HS22	0.00972
PT3	HS22	0.0129
PT4	HS22	0.00627
PT5	HS22	0.00619
PT6	HS22	0.00645
PT7	HS22	0.00773
PT8	HS22	0.00631
PT9	HS22	0.0097
PT10	HS22	0.00813
PT11	HS22	0.00677
PT12	HS22	0.00685
PT13	HS22	0.00614
PT14	HS22	0.00953
PT15	HS22	0.00616
PT16	HS22	0.00924
PT17	HS22	0.00757
PT18	HS22	0.00617
PT19	HS22	0.00607
PT20	HS22	0.0099
PT21	HS22	0.00606
PT22	HS22	0.01508
PTX	HS22	0.00595
PTY	HS22	0.00613
PTMT	HS22	0
PTUL	HS22	0.03737
PTUP	HS22	0.02076
PT1	HSX	0.0105
PT2A	HSX	0.011
PT2B	HSX	0.00993
PT3	HSX	0.01175
PT4	HSX	0.0095
PT5	HSX	0.00971
PT6	HSX	0.01011
PT7	HSX	0.00928
PT8	HSX	0.00967
PT9	HSX	0.01034
PT10	HSX	0.01011
PT11	HSX	0.0097
PT12	HSX	0.00998
PT13	HSX	0.00978
PT14	HSX	0.01012
PT15	HSX	0.00964
PT16	HSX	0.01014
PT17	HSX	0.0108
PT18	HSX	0.00976
PT19	HSX	0.00933
PT20	HSX	0.00969
PT21	HSX	0.00951
PT22	HSX	0.00992
PTX	HSX	0.00946
PTY	HSX	0.00831
PTMT	HSX	0
PTUL	HSX	0.09985
PTUP	HSX	0.00868
PT1	HSY	0.00675
PT2A	HSY	0.00503
PT2B	HSY	0.00468
PT3	HSY	0.00561
PT4	HSY	0.00451
PT5	HSY	0.00428
PT6	HSY	0.00445
PT7	HSY	0.00545
PT8	HSY	0.00474
PT9	HSY	0.00466
PT10	HSY	0.00541
PT11	HSY	0.00474
PT12	HSY	0.00493
PT13	HSY	0.00501
PT14	HSY	0.00451
PT15	HSY	0.00522
PT16	HSY	0.00503
PT17	HSY	0.00466
PT18	HSY	0.00442
PT19	HSY	0.00469
PT20	HSY	0.00526
PT21	HSY	0.00399
PT22	HSY	0.00482
PTX	HSY	0.0076
PTY	HSY	0.06514
PTMT	HSY	0
PTUL	HSY	0.03349
PTUP	HSY	0.00817
PT1	HSMT	0.00893
PT2A	HSMT	0.01108
PT2B	HSMT	0.00742
PT3	HSMT	0.01345
PT4	HSMT	0.01155
PT5	HSMT	0.0191
PT6	HSMT	0.00801
PT7	HSMT	0.01028
PT8	HSMT	0.00788
PT9	HSMT	0.00785
PT10	HSMT	0.00847
PT11	HSMT	0.00812
PT12	HSMT	0.01061
PT13	HSMT	0.00885
PT14	HSMT	0.00789
PT15	HSMT	0.03064
PT16	HSMT	0.01076
PT17	HSMT	0.03065
PT18	HSMT	0.00982
PT19	HSMT	0.02238
PT20	HSMT	0.00786
PT21	HSMT	0.00798
PT22	HSMT	0.00833
PTX	HSMT	0.00771
PTY	HSMT	0.00689
PTMT	HSMT	0
PTUL	HSMT	0.01409
PTUP	HSMT	0.13932
PT1	HSAL	0.01755
PT2A	HSAL	0.00216
PT2B	HSAL	0.00767
PT3	HSAL	0.00234
PT4	HSAL	0.00758
PT5	HSAL	0.012
PT6	HSAL	0.01116
PT7	HSAL	0.00163
PT8	HSAL	0.00596
PT9	HSAL	0.01116
PT10	HSAL	0.00398
PT11	HSAL	0.05306
PT12	HSAL	0.00839
PT13	HSAL	0.0053
PT14	HSAL	0.00641
PT15	HSAL	-0.00035
PT16	HSAL	0.00157
PT17	HSAL	0.03129
PT18	HSAL	0.01454
PT19	HSAL	0.00029
PT20	HSAL	0.00471
PT21	HSAL	0.00096
PT22	HSAL	0.00093
PTX	HSAL	0.00721
PTY	HSAL	0.00068
PTMT	HSAL	0
PTUL	HSAL	0.03903
PTUP	HSAL	0.01896
PT1	HSUL	0.02869
PT2A	HSUL	0.03249
PT2B	HSUL	0.01869
PT3	HSUL	0.03141
PT4	HSUL	0.01032
PT5	HSUL	0.00829
PT6	HSUL	0.0084
PT7	HSUL	0.02657
PT8	HSUL	0.00949
PT9	HSUL	0.04033
PT10	HSUL	0.03532
PT11	HSUL	0.00914
PT12	HSUL	0.01078
PT13	HSUL	0.01322
PT14	HSUL	0.00902
PT15	HSUL	0.04206
PT16	HSUL	0.03542
PT17	HSUL	0.02313
PT18	HSUL	0.01555
PT19	HSUL	0.01095
PT20	HSUL	0.02099
PT21	HSUL	0.01246
PT22	HSUL	0.04688
PTX	HSUL	0.00991
PTY	HSUL	0.0194
PTMT	HSUL	0
PTUL	HSUL	0.08916
PTUP	HSUL	0.08934
PT1	HSUP	0.0292
PT2A	HSUP	0.02412
PT2B	HSUP	0.02764
PT3	HSUP	0.05428
PT4	HSUP	0.03046
PT5	HSUP	0.01293
PT6	HSUP	0.01463
PT7	HSUP	0.05054
PT8	HSUP	0.01832
PT9	HSUP	0.04538
PT10	HSUP	0.02386
PT11	HSUP	0.01845
PT12	HSUP	0.01431
PT13	HSUP	0.01827
PT14	HSUP	0.01114
PT15	HSUP	0.0192
PT16	HSUP	0.01927
PT17	HSUP	0.02857
PT18	HSUP	0.01644
PT19	HSUP	0.01921
PT20	HSUP	0.05871
PT21	HSUP	0.02151
PT22	HSUP	0.02972
PTX	HSUP	0.0138
PTY	HSUP	0.01861
PTMT	HSUP	0
PTUL	HSUP	0.06813
PTUP	HSUP	0.08395
