ref	tar	nrc
GGA30	MGA4	3.00E-05
GGA31	MGA4	2.00E-05
GGA32	MGA4	4.00E-05
GGA33	MGA4	0.00015
GGALG	MGA4	0.00056
GGAMT	MGA4	0
GGAW	MGA4	0.00088
GGAZ	MGA4	0.00097
GGAUL	MGA4	0.00373
GGAUP	MGA4	0.00056
GGA1	MGA5	-0.00014
GGA2	MGA5	0.00037
GGA3	MGA5	0.00032
GGA4	MGA5	0.00049
GGA5	MGA5	0.01222
GGA6	MGA5	7.00E-04
GGA7	MGA5	0.00069
GGA8	MGA5	0.00066
GGA9	MGA5	0.00064
GGA10	MGA5	0.00065
GGA11	MGA5	0.00069
GGA12	MGA5	0.00065
GGA13	MGA5	0.00066
GGA14	MGA5	0.00062
GGA15	MGA5	0.00059
GGA16	MGA5	0.00015
GGA17	MGA5	0.00057
GGA18	MGA5	0.00069
GGA19	MGA5	0.00061
GGA20	MGA5	0.00056
GGA21	MGA5	0.00055
GGA22	MGA5	0.00059
GGA23	MGA5	0.00045
GGA24	MGA5	0.00051
GGA25	MGA5	0.00043
GGA26	MGA5	0.00037
GGA27	MGA5	0.00067
GGA28	MGA5	0.00049
GGA30	MGA5	2.00E-05
GGA31	MGA5	3.00E-05
GGA32	MGA5	9.00E-05
GGA33	MGA5	0.00022
GGALG	MGA5	0.00055
GGAMT	MGA5	0
GGAW	MGA5	0.00079
GGAZ	MGA5	0.00064
GGAUL	MGA5	0.00344
GGAUP	MGA5	0.00057
GGA1	MGA6	0.00014
GGA2	MGA6	0.00079
GGA3	MGA6	0.00056
GGA4	MGA6	0.00068
GGA5	MGA6	0.00079
GGA6	MGA6	0.00084
GGA7	MGA6	0.00082
GGA8	MGA6	0.00085
GGA9	MGA6	0.00077
GGA10	MGA6	0.00078
GGA11	MGA6	0.00081
GGA12	MGA6	0.00078
GGA13	MGA6	0.00076
GGA14	MGA6	0.00072
GGA15	MGA6	0.00067
GGA16	MGA6	0.00012
GGA17	MGA6	0.00062
GGA18	MGA6	0.00075
GGA19	MGA6	7.00E-04
GGA20	MGA6	0.00066
GGA21	MGA6	6.00E-04
GGA22	MGA6	0.00063
GGA23	MGA6	0.00047
GGA24	MGA6	0.00044
GGA25	MGA6	0.00048
GGA26	MGA6	0.00042
GGA27	MGA6	0.00074
GGA28	MGA6	0.00053
GGA30	MGA6	2.00E-05
GGA31	MGA6	3.00E-05
GGA32	MGA6	6.00E-05
GGA33	MGA6	0.00018
GGALG	MGA6	0.00055
GGAMT	MGA6	0
GGAW	MGA6	0.00081
GGAZ	MGA6	9.00E-04
GGAUL	MGA6	0.0039
GGAUP	MGA6	0.00052
GGA1	MGA7	-0.00054
GGA2	MGA7	-2.00E-04
GGA3	MGA7	-5.00E-05
GGA4	MGA7	1.00E-04
GGA5	MGA7	0.00021
GGA6	MGA7	0.00039
GGA7	MGA7	0.02623
GGA8	MGA7	0.00036
GGA9	MGA7	0.00036
GGA10	MGA7	0.00041
GGA11	MGA7	0.00039
GGA12	MGA7	0.00039
GGA13	MGA7	4.00E-04
GGA14	MGA7	0.00036
GGA15	MGA7	0.00036
GGA16	MGA7	9.00E-05
GGA17	MGA7	0.00037
GGA18	MGA7	0.00037
GGA19	MGA7	0.00037
GGA20	MGA7	0.00032
GGA21	MGA7	0.00036
GGA22	MGA7	0.00043
GGA23	MGA7	3.00E-04
GGA24	MGA7	0.00029
GGA25	MGA7	3.00E-04
GGA26	MGA7	0.00022
GGA27	MGA7	0.00043
GGA28	MGA7	0.00031
GGA30	MGA7	1.00E-05
GGA31	MGA7	1.00E-05
GGA32	MGA7	7.00E-05
GGA33	MGA7	0.00015
GGALG	MGA7	0.00037
GGAMT	MGA7	0
GGAW	MGA7	0.00048
GGAZ	MGA7	0.00025
GGAUL	MGA7	0.00297
GGAUP	MGA7	2.00E-04
GGA1	MGA8	-0.00038
GGA2	MGA8	-5.00E-05
GGA3	MGA8	0.00012
GGA4	MGA8	0.00032
GGA5	MGA8	0.00039
GGA6	MGA8	0.02582
GGA7	MGA8	0.00048
GGA8	MGA8	0.00049
GGA9	MGA8	0.00049
GGA10	MGA8	5.00E-04
GGA11	MGA8	0.00053
GGA12	MGA8	0.00046
GGA13	MGA8	5.00E-04
GGA14	MGA8	0.00041
GGA15	MGA8	0.00047
GGA16	MGA8	0.00012
GGA17	MGA8	0.00044
GGA18	MGA8	0.00051
GGA19	MGA8	0.00047
GGA20	MGA8	0.00038
GGA21	MGA8	4.00E-04
GGA22	MGA8	0.00046
GGA23	MGA8	0.00036
GGA24	MGA8	0.00036
GGA25	MGA8	0.00038
GGA26	MGA8	0.00029
GGA27	MGA8	0.00053
GGA28	MGA8	0.00039
GGA30	MGA8	3.00E-05
GGA31	MGA8	2.00E-05
GGA32	MGA8	8.00E-05
GGA33	MGA8	0.00017
GGALG	MGA8	0.00047
GGAMT	MGA8	0
GGAW	MGA8	0.00059
GGAZ	MGA8	0.00044
GGAUL	MGA8	0.00287
GGAUP	MGA8	0.00027
GGA1	MGA9	-7.00E-05
GGA2	MGA9	0
GGA3	MGA9	0.00048
GGA4	MGA9	0.00177
GGA5	MGA9	0.00046
GGA6	MGA9	0.00052
GGA7	MGA9	0.00048
GGA8	MGA9	0.00054
GGA9	MGA9	5.00E-04
GGA10	MGA9	0.00057
GGA11	MGA9	0.00048
GGA12	MGA9	0.00053
GGA13	MGA9	5.00E-04
GGA14	MGA9	0.00046
GGA15	MGA9	0.00043
GGA16	MGA9	8.00E-05
GGA17	MGA9	0.00044
GGA18	MGA9	0.00051
GGA19	MGA9	0.00047
GGA20	MGA9	0.00042
GGA21	MGA9	0.00043
GGA22	MGA9	0.00048
GGA23	MGA9	0.00036
GGA24	MGA9	0.00032
GGA25	MGA9	3.00E-04
GGA26	MGA9	0.00026
GGA27	MGA9	5.00E-04
GGA28	MGA9	0.00035
GGA30	MGA9	2.00E-05
GGA31	MGA9	4.00E-05
GGA32	MGA9	7.00E-05
GGA33	MGA9	9.00E-05
GGALG	MGA9	0.00039
GGAMT	MGA9	0
GGAW	MGA9	0.00061
GGAZ	MGA9	0.00085
GGAUL	MGA9	0.00274
GGAUP	MGA9	0.00026
GGA1	MGA10	-0.00052
GGA2	MGA10	-0.00022
GGA3	MGA10	1.00E-05
GGA4	MGA10	0.00012
GGA5	MGA10	0.00024
GGA6	MGA10	0.00043
GGA7	MGA10	0.00037
GGA8	MGA10	0.04585
GGA9	MGA10	0.00037
GGA10	MGA10	0.00041
GGA11	MGA10	0.00046
GGA12	MGA10	0.00044
GGA13	MGA10	0.00041
GGA14	MGA10	0.00032
GGA15	MGA10	0.00036
GGA16	MGA10	0.00011
GGA17	MGA10	0.00036
GGA18	MGA10	0.00044
GGA19	MGA10	0.00037
GGA20	MGA10	0.00032
GGA21	MGA10	0.00033
GGA22	MGA10	0.00039
GGA23	MGA10	0.00031
GGA24	MGA10	0.00031
GGA25	MGA10	0.00027
GGA26	MGA10	0.00021
GGA27	MGA10	0.00042
GGA28	MGA10	0.00032
GGA30	MGA10	2.00E-05
GGA31	MGA10	3.00E-05
GGA32	MGA10	6.00E-05
GGA33	MGA10	0.00012
GGALG	MGA10	0.00031
GGAMT	MGA10	0
GGAW	MGA10	5.00E-04
GGAZ	MGA10	0.00029
GGAUL	MGA10	0.00346
GGAUP	MGA10	0.00018
GGA1	MGA11	-0.00046
GGA2	MGA11	-0.00021
GGA3	MGA11	-7.00E-05
GGA4	MGA11	0.00016
GGA5	MGA11	0.00021
GGA6	MGA11	0.00034
GGA7	MGA11	0.00037
GGA8	MGA11	0.00031
GGA9	MGA11	0.01531
GGA10	MGA11	0.00036
GGA11	MGA11	0.00042
GGA12	MGA11	0.00036
GGA13	MGA11	0.00038
GGA14	MGA11	0.00036
GGA15	MGA11	0.00033
GGA16	MGA11	8.00E-05
GGA17	MGA11	0.00034
GGA18	MGA11	0.00037
GGA19	MGA11	0.00039
GGA20	MGA11	0.00032
GGA21	MGA11	0.00033
GGA22	MGA11	0.00039
GGA23	MGA11	0.00031
GGA24	MGA11	0.00029
GGA25	MGA11	0.00027
GGA26	MGA11	0.00021
GGA27	MGA11	0.00038
GGA28	MGA11	3.00E-04
GGA30	MGA11	2.00E-05
GGA31	MGA11	2.00E-05
GGA32	MGA11	0.00011
GGA33	MGA11	0.00015
GGALG	MGA11	0.00029
GGAMT	MGA11	0
GGAW	MGA11	0.00041
GGAZ	MGA11	0.00103
GGAUL	MGA11	0.00243
GGAUP	MGA11	0.00016
GGA1	MGA12	-0.00063
GGA2	MGA12	-0.00033
GGA3	MGA12	-0.00017
GGA4	MGA12	-6.00E-05
GGA5	MGA12	0.00013
GGA6	MGA12	0.00026
GGA7	MGA12	0.00028
GGA8	MGA12	0.00026
GGA9	MGA12	0.00029
GGA10	MGA12	0.00341
GGA11	MGA12	0.00028
GGA12	MGA12	0.00032
GGA13	MGA12	0.00031
GGA14	MGA12	0.00027
GGA15	MGA12	0.00026
GGA16	MGA12	7.00E-05
GGA17	MGA12	0.00028
GGA18	MGA12	0.00031
GGA19	MGA12	3.00E-04
GGA20	MGA12	0.00026
GGA21	MGA12	0.00027
GGA22	MGA12	0.00034
GGA23	MGA12	0.00023
GGA24	MGA12	0.00022
GGA25	MGA12	0.00019
GGA26	MGA12	0.00017
GGA27	MGA12	3.00E-04
GGA28	MGA12	0.00026
GGA30	MGA12	2.00E-05
GGA31	MGA12	2.00E-05
GGA32	MGA12	4.00E-05
GGA33	MGA12	9.00E-05
GGALG	MGA12	0.00028
GGAMT	MGA12	0
GGAW	MGA12	0.00032
GGAZ	MGA12	0.00015
GGAUL	MGA12	0.00239
GGAUP	MGA12	0.00012
GGA1	MGA13	-0.00075
GGA2	MGA13	-0.00042
GGA3	MGA13	-0.00025
GGA4	MGA13	-5.00E-05
GGA5	MGA13	7.00E-05
GGA6	MGA13	0.00026
GGA7	MGA13	0.00029
GGA8	MGA13	0.00023
GGA9	MGA13	0.00033
GGA10	MGA13	0.00034
GGA11	MGA13	0.01988
GGA12	MGA13	0.00028
GGA13	MGA13	0.00028
GGA14	MGA13	0.00024
GGA15	MGA13	0.00026
GGA16	MGA13	7.00E-05
GGA17	MGA13	0.00028
GGA18	MGA13	0.00032
GGA19	MGA13	0.00031
GGA20	MGA13	0.00023
GGA21	MGA13	0.00028
GGA22	MGA13	0.00036
GGA23	MGA13	0.00024
GGA24	MGA13	0.00022
GGA25	MGA13	0.00026
GGA26	MGA13	0.00015
GGA27	MGA13	0.00035
GGA28	MGA13	0.00021
GGA30	MGA13	2.00E-05
GGA31	MGA13	0
GGA32	MGA13	8.00E-05
GGA33	MGA13	0.00013
GGALG	MGA13	3.00E-04
GGAMT	MGA13	0
GGAW	MGA13	0.00035
GGAZ	MGA13	1.00E-04
GGAUL	MGA13	0.00439
GGAUP	MGA13	5.00E-05
GGA1	MGA14	-0.00062
GGA2	MGA14	-0.00034
GGA3	MGA14	-0.00015
GGA4	MGA14	-1.00E-05
GGA5	MGA14	0.00016
GGA6	MGA14	0.00027
GGA7	MGA14	0.00029
GGA8	MGA14	0.00025
GGA9	MGA14	0.00028
GGA10	MGA14	0.00041
GGA11	MGA14	3.00E-04
GGA12	MGA14	0.00632
GGA13	MGA14	0.00028
GGA14	MGA14	3.00E-04
GGA15	MGA14	3.00E-04
GGA16	MGA14	7.00E-05
GGA17	MGA14	3.00E-04
GGA18	MGA14	0.00033
GGA19	MGA14	0.00032
GGA20	MGA14	2.00E-04
GGA21	MGA14	0.00031
GGA22	MGA14	0.00032
GGA23	MGA14	0.00024
GGA24	MGA14	0.00023
GGA25	MGA14	2.00E-04
GGA26	MGA14	0.00019
GGA27	MGA14	0.00036
GGA28	MGA14	0.00025
GGA30	MGA14	1.00E-05
GGA31	MGA14	2.00E-05
GGA32	MGA14	5.00E-05
GGA33	MGA14	1.00E-04
GGALG	MGA14	0.00027
GGAMT	MGA14	0
GGAW	MGA14	0.00033
GGAZ	MGA14	0.00012
GGAUL	MGA14	0.00358
GGAUP	MGA14	7.00E-05
GGA1	MGA15	-0.00057
GGA2	MGA15	-3.00E-04
GGA3	MGA15	-7.00E-05
GGA4	MGA15	4.00E-05
GGA5	MGA15	0.00015
GGA6	MGA15	0.00028
GGA7	MGA15	0.00028
GGA8	MGA15	0.00027
GGA9	MGA15	0.00029
GGA10	MGA15	0.00035
GGA11	MGA15	3.00E-04
GGA12	MGA15	0.00031
GGA13	MGA15	0.00053
GGA14	MGA15	0.00028
GGA15	MGA15	0.00025
GGA16	MGA15	5.00E-05
GGA17	MGA15	0.00032
GGA18	MGA15	0.00028
GGA19	MGA15	0.00031
GGA20	MGA15	0.00023
GGA21	MGA15	0.00024
GGA22	MGA15	0.00033
GGA23	MGA15	0.00022
GGA24	MGA15	2.00E-04
GGA25	MGA15	0.00023
GGA26	MGA15	0.00018
GGA27	MGA15	0.00033
GGA28	MGA15	0.00022
GGA30	MGA15	1.00E-05
GGA31	MGA15	2.00E-05
GGA32	MGA15	4.00E-05
GGA33	MGA15	0.00011
GGALG	MGA15	0.00026
GGAMT	MGA15	0
GGAW	MGA15	0.00034
GGAZ	MGA15	0.00014
GGAUL	MGA15	0.00291
GGAUP	MGA15	0.00027
GGA1	MGA16	-6.00E-04
GGA2	MGA16	-0.00039
GGA3	MGA16	-0.00011
GGA4	MGA16	-6.00E-05
GGA5	MGA16	9.00E-05
GGA6	MGA16	0.00024
GGA7	MGA16	0.00019
GGA8	MGA16	0.00024
GGA9	MGA16	0.00025
GGA10	MGA16	0.00028
GGA11	MGA16	0.00029
GGA12	MGA16	0.00029
GGA13	MGA16	0.00028
GGA14	MGA16	0.00602
GGA15	MGA16	0.00029
GGA16	MGA16	9.00E-05
GGA17	MGA16	0.00028
GGA18	MGA16	0.00029
GGA19	MGA16	0.00029
GGA20	MGA16	0.00026
GGA21	MGA16	0.00027
GGA22	MGA16	0.00026
GGA23	MGA16	0.00021
GGA24	MGA16	0.00028
GGA25	MGA16	0.00023
GGA26	MGA16	0.00019
GGA27	MGA16	0.00034
GGA28	MGA16	0.00028
GGA30	MGA16	2.00E-05
GGA31	MGA16	3.00E-05
GGA32	MGA16	8.00E-05
GGA33	MGA16	0.00016
GGALG	MGA16	0.00026
GGAMT	MGA16	0
GGAW	MGA16	0.00034
GGAZ	MGA16	5.00E-05
GGAUL	MGA16	0.00358
GGAUP	MGA16	3.00E-05
GGA1	MGA17	-0.00068
GGA2	MGA17	-0.00044
GGA3	MGA17	-0.00023
GGA4	MGA17	-4.00E-05
GGA5	MGA17	7.00E-05
GGA6	MGA17	0.00022
GGA7	MGA17	0.00022
GGA8	MGA17	0.00013
GGA9	MGA17	0.00021
GGA10	MGA17	0.00026
GGA11	MGA17	0.00024
GGA12	MGA17	0.00026
GGA13	MGA17	0.00028
GGA14	MGA17	0.00021
GGA15	MGA17	0.00036
GGA16	MGA17	7.00E-05
GGA17	MGA17	0.00029
GGA18	MGA17	0.00022
GGA19	MGA17	0.00032
GGA20	MGA17	0.00024
GGA21	MGA17	0.00026
GGA22	MGA17	0.00028
GGA23	MGA17	0.00026
GGA24	MGA17	0.00023
GGA25	MGA17	0.00023
GGA26	MGA17	0.00016
GGA27	MGA17	3.00E-04
GGA28	MGA17	0.00025
GGA30	MGA17	2.00E-05
GGA31	MGA17	3.00E-05
GGA32	MGA17	6.00E-05
GGA33	MGA17	0.00012
GGALG	MGA17	0.00022
GGAMT	MGA17	0
GGAW	MGA17	0.00029
GGAZ	MGA17	0
GGAUL	MGA17	0.0037
GGAUP	MGA17	0.00015
GGA1	MGA18	-0.00092
GGA2	MGA18	0.00077
GGA3	MGA18	5.00E-05
GGA4	MGA18	0.00017
GGA5	MGA18	-0.00028
GGA6	MGA18	0.00022
GGA7	MGA18	0.00028
GGA8	MGA18	-1.00E-04
GGA9	MGA18	0.00035
GGA10	MGA18	0.00024
GGA11	MGA18	0.00014
GGA12	MGA18	7.00E-05
GGA13	MGA18	-6.00E-05
GGA14	MGA18	0.00016
GGA15	MGA18	4.00E-05
GGA16	MGA18	0.00543
GGA17	MGA18	0.00015
GGA18	MGA18	5.00E-04
GGA19	MGA18	0.00014
GGA20	MGA18	0.00017
GGA21	MGA18	0.00018
GGA22	MGA18	-9.00E-05
GGA23	MGA18	2.00E-05
GGA24	MGA18	-4.00E-05
GGA25	MGA18	2.00E-05
GGA26	MGA18	-5.00E-05
GGA27	MGA18	0.00057
GGA28	MGA18	6.00E-05
GGA30	MGA18	6.00E-05
GGA31	MGA18	0.00023
GGA32	MGA18	7.00E-05
GGA33	MGA18	0.00011
GGALG	MGA18	0.00019
GGAMT	MGA18	0
GGAW	MGA18	0.00028
GGAZ	MGA18	-5.00E-05
GGAUL	MGA18	0.00373
GGAUP	MGA18	0.00262
GGA1	MGA19	-0.00056
GGA2	MGA19	-0.00025
GGA3	MGA19	-9.00E-05
GGA4	MGA19	-4.00E-05
GGA5	MGA19	0.00015
GGA6	MGA19	3.00E-04
GGA7	MGA19	0.00029
GGA8	MGA19	0.00033
GGA9	MGA19	0.00035
GGA10	MGA19	0.00033
GGA11	MGA19	0.00041
GGA12	MGA19	0.00032
GGA13	MGA19	0.00031
GGA14	MGA19	0.00029
GGA15	MGA19	0.00028
GGA16	MGA19	8.00E-05
GGA17	MGA19	9.00E-04
GGA18	MGA19	4.00E-04
GGA19	MGA19	0.00035
GGA20	MGA19	0.00033
GGA21	MGA19	3.00E-04
GGA22	MGA19	4.00E-04
GGA23	MGA19	0.00026
GGA24	MGA19	0.00032
GGA25	MGA19	0.00033
GGA26	MGA19	0.00024
GGA27	MGA19	0.00045
GGA28	MGA19	3.00E-04
GGA30	MGA19	2.00E-05
GGA31	MGA19	4.00E-05
GGA32	MGA19	9.00E-05
GGA33	MGA19	0.00013
GGALG	MGA19	0.00035
GGAMT	MGA19	0
GGAW	MGA19	0.00035
GGAZ	MGA19	0.00013
GGAUL	MGA19	0.00221
GGAUP	MGA19	6.00E-05
GGA1	MGA20	-0.00052
GGA2	MGA20	-0.00019
GGA3	MGA20	-5.00E-05
GGA4	MGA20	8.00E-05
GGA5	MGA20	0.00019
GGA6	MGA20	0.00035
GGA7	MGA20	3.00E-04
GGA8	MGA20	0.00035
GGA9	MGA20	0.00027
GGA10	MGA20	0.00039
GGA11	MGA20	0.00031
GGA12	MGA20	0.00033
GGA13	MGA20	0.00034
GGA14	MGA20	0.00035
GGA15	MGA20	0.00036
GGA16	MGA20	9.00E-05
GGA17	MGA20	0.00036
GGA18	MGA20	0.08833
GGA19	MGA20	0.00044
GGA20	MGA20	4.00E-04
GGA21	MGA20	0.00037
GGA22	MGA20	0.00045
GGA23	MGA20	0.00029
GGA24	MGA20	0.00031
GGA25	MGA20	0.00031
GGA26	MGA20	0.00021
GGA27	MGA20	0.00038
GGA28	MGA20	0.00032
GGA30	MGA20	2.00E-05
GGA31	MGA20	4.00E-05
GGA32	MGA20	6.00E-05
GGA33	MGA20	0.00015
GGALG	MGA20	0.00031
GGAMT	MGA20	0
GGAW	MGA20	0.00041
GGAZ	MGA20	0.00018
GGAUL	MGA20	0.00343
GGAUP	MGA20	0.00052
GGA1	MGA21	-0.00066
GGA2	MGA21	-0.00031
GGA3	MGA21	-0.00016
GGA4	MGA21	-4.00E-05
GGA5	MGA21	8.00E-05
GGA6	MGA21	0.00024
GGA7	MGA21	0.00026
GGA8	MGA21	0.00024
GGA9	MGA21	2.00E-04
GGA10	MGA21	0.00022
GGA11	MGA21	0.00032
GGA12	MGA21	3.00E-04
GGA13	MGA21	0.00025
GGA14	MGA21	2.00E-04
GGA15	MGA21	0.00028
GGA16	MGA21	7.00E-05
GGA17	MGA21	0.00032
GGA18	MGA21	0.00027
GGA19	MGA21	0.00622
GGA20	MGA21	0.00028
GGA21	MGA21	0.00026
GGA22	MGA21	0.00033
GGA23	MGA21	0.00029
GGA24	MGA21	0.00022
GGA25	MGA21	0.00023
GGA26	MGA21	0.00018
GGA27	MGA21	0.00033
GGA28	MGA21	0.00021
GGA30	MGA21	3.00E-05
GGA31	MGA21	3.00E-05
GGA32	MGA21	4.00E-05
GGA33	MGA21	0.00013
GGALG	MGA21	0.00023
GGAMT	MGA21	0
GGAW	MGA21	0.00024
GGAZ	MGA21	8.00E-05
GGAUL	MGA21	0.00373
GGAUP	MGA21	0
GGA1	MGA22	-0.00049
GGA2	MGA22	-0.00018
GGA3	MGA22	-7.00E-05
GGA4	MGA22	7.00E-05
GGA5	MGA22	2.00E-04
GGA6	MGA22	0.00034
GGA7	MGA22	0.00031
GGA8	MGA22	0.00031
GGA9	MGA22	0.00035
GGA10	MGA22	0.00035
GGA11	MGA22	0.00033
GGA12	MGA22	0.00036
GGA13	MGA22	0.00034
GGA14	MGA22	0.00037
GGA15	MGA22	0.00036
GGA16	MGA22	0.00011
GGA17	MGA22	0.00035
GGA18	MGA22	0.00042
GGA19	MGA22	0.00044
GGA20	MGA22	0.00046
GGA21	MGA22	0.00034
GGA22	MGA22	4.00E-04
GGA23	MGA22	0.00028
GGA24	MGA22	0.00034
GGA25	MGA22	0.00029
GGA26	MGA22	0.00022
GGA27	MGA22	0.00039
GGA28	MGA22	0.00029
GGA30	MGA22	2.00E-05
GGA31	MGA22	4.00E-05
GGA32	MGA22	4.00E-05
GGA33	MGA22	0.00014
GGALG	MGA22	0.00028
GGAMT	MGA22	0
GGAW	MGA22	0.00043
GGAZ	MGA22	2.00E-04
GGAUL	MGA22	0.00267
GGAUP	MGA22	0.00015
GGA1	MGA23	-0.00053
GGA2	MGA23	-0.00025
GGA3	MGA23	-5.00E-05
GGA4	MGA23	0.00014
GGA5	MGA23	0.00027
GGA6	MGA23	0.00034
GGA7	MGA23	0.00028
GGA8	MGA23	0.00033
GGA9	MGA23	0.00036
GGA10	MGA23	0.00034
GGA11	MGA23	0.00036
GGA12	MGA23	0.00035
GGA13	MGA23	0.00033
GGA14	MGA23	3.00E-04
GGA15	MGA23	0.00037
GGA16	MGA23	8.00E-05
GGA17	MGA23	0.00047
GGA18	MGA23	0.00039
GGA19	MGA23	0.00041
GGA20	MGA23	0.00031
GGA21	MGA23	0.00047
GGA22	MGA23	0.00038
GGA23	MGA23	0.00033
GGA24	MGA23	0.00038
GGA25	MGA23	0.00036
GGA26	MGA23	0.00027
GGA27	MGA23	4.00E-04
GGA28	MGA23	0.00038
GGA30	MGA23	3.00E-05
GGA31	MGA23	4.00E-05
GGA32	MGA23	0.00014
GGA33	MGA23	0.00024
GGALG	MGA23	0.00038
GGAMT	MGA23	0
GGAW	MGA23	0.00039
GGAZ	MGA23	0.00014
GGAUL	MGA23	0.00339
GGAUP	MGA23	9.00E-05
GGA1	MGA24	-0.00018
GGA2	MGA24	0.00017
GGA3	MGA24	0.00024
GGA4	MGA24	0.00034
GGA5	MGA24	0.00044
GGA6	MGA24	0.00043
GGA7	MGA24	0.00053
GGA8	MGA24	0.00059
GGA9	MGA24	0.00056
GGA10	MGA24	0.00055
GGA11	MGA24	0.00058
GGA12	MGA24	0.00054
GGA13	MGA24	0.00068
GGA14	MGA24	0.00043
GGA15	MGA24	0.00066
GGA16	MGA24	0.00023
GGA17	MGA24	0.00046
GGA18	MGA24	0.00062
GGA19	MGA24	0.00054
GGA20	MGA24	0.00051
GGA21	MGA24	0.00049
GGA22	MGA24	0.01075
GGA23	MGA24	0.00036
GGA24	MGA24	0.00056
GGA25	MGA24	0.00042
GGA26	MGA24	0.00031
GGA27	MGA24	0.00067
GGA28	MGA24	0.00047
