ref	tar	nrc
HS11	PT13	0.00561
HS12	PT13	0.00561
HS13	PT13	0.00442
HS14	PT13	0.00599
HS15	PT13	0.0063
HS16	PT13	0.00553
HS17	PT13	0.00578
HS18	PT13	0.00765
HS19	PT13	0.00563
HS20	PT13	0.0058
HS21	PT13	0.0066
HS22	PT13	0.00588
HSX	PT13	0.00558
HSY	PT13	0.00604
HSMT	PT13	0
HSAL	PT13	0.00719
HSUL	PT13	0.00442
HSUP	PT13	0.00428
HS1	PT14	0.00615
HS2	PT14	0.00708
HS3	PT14	0.00638
HS4	PT14	0.00638
HS5	PT14	0.00643
HS6	PT14	0.00653
HS7	PT14	0.00644
HS8	PT14	0.00677
HS9	PT14	0.00661
HS10	PT14	0.00681
HS11	PT14	0.00686
HS12	PT14	0.00689
HS13	PT14	0.0072
HS14	PT14	0.0045
HS15	PT14	0.00701
HS16	PT14	0.00666
HS17	PT14	0.00671
HS18	PT14	0.00726
HS19	PT14	0.00665
HS20	PT14	0.00695
HS21	PT14	0.00759
HS22	PT14	0.00832
HSX	PT14	0.00677
HSY	PT14	0.00655
HSMT	PT14	0
HSAL	PT14	0.00715
HSUL	PT14	0.00544
HSUP	PT14	0.00485
HS1	PT15	0.00633
HS2	PT15	0.00584
HS3	PT15	0.0061
HS4	PT15	0.00589
HS5	PT15	0.00625
HS6	PT15	0.00611
HS7	PT15	0.00618
HS8	PT15	0.0064
HS9	PT15	0.00634
HS10	PT15	0.00649
HS11	PT15	0.00637
HS12	PT15	0.00655
HS13	PT15	0.00701
HS14	PT15	0.00672
HS15	PT15	0.01963
HS16	PT15	0.00684
HS17	PT15	0.00625
HS18	PT15	0.00753
HS19	PT15	0.00682
HS20	PT15	0.00668
HS21	PT15	0.00686
HS22	PT15	0.00663
HSX	PT15	0.0063
HSY	PT15	0.00627
HSMT	PT15	0
HSAL	PT15	0.02128
HSUL	PT15	0.00771
HSUP	PT15	0.0055
HS1	PT16	0.00933
HS2	PT16	0.00645
HS3	PT16	0.00673
HS4	PT16	0.00676
HS5	PT16	0.00678
HS6	PT16	0.00688
HS7	PT16	0.00691
HS8	PT16	0.00727
HS9	PT16	0.00732
HS10	PT16	0.00738
HS11	PT16	0.00696
HS12	PT16	0.00706
HS13	PT16	0.00797
HS14	PT16	0.00746
HS15	PT16	0.00837
HS16	PT16	0.01481
HS17	PT16	0.0076
HS18	PT16	0.00803
HS19	PT16	0.00717
HS20	PT16	0.00742
HS21	PT16	0.00802
HS22	PT16	0.00809
HSX	PT16	0.0072
HSY	PT16	0.0073
HSMT	PT16	0
HSAL	PT16	0.01015
HSUL	PT16	0.00745
HSUP	PT16	0.00648
HS1	PT17	0.00652
HS2	PT17	0.00668
HS3	PT17	0.007
HS4	PT17	0.00705
HS5	PT17	0.00713
HS6	PT17	0.00731
HS7	PT17	0.00719
HS8	PT17	0.00731
HS9	PT17	0.00717
HS10	PT17	0.008
HS11	PT17	0.00734
HS12	PT17	0.00735
HS13	PT17	0.00794
HS14	PT17	0.00774
HS15	PT17	0.00788
HS16	PT17	0.00745
HS17	PT17	0.24667
HS18	PT17	0.00796
HS19	PT17	0.00735
HS20	PT17	0.00831
HS21	PT17	0.00898
HS22	PT17	0.00787
HSX	PT17	0.00732
HSY	PT17	0.00773
HSMT	PT17	0
HSAL	PT17	0.03243
HSUL	PT17	0.00748
HSUP	PT17	0.00736
HS1	PT18	0.00472
HS2	PT18	0.00483
HS3	PT18	0.00494
HS4	PT18	0.00482
HS5	PT18	0.00507
HS6	PT18	0.00496
HS7	PT18	0.00496
HS8	PT18	0.00525
HS9	PT18	0.00528
HS10	PT18	0.00554
HS11	PT18	0.00535
HS12	PT18	0.00529
HS13	PT18	0.00571
HS14	PT18	0.00567
HS15	PT18	0.00588
HS16	PT18	0.0054
HS17	PT18	0.00546
HS18	PT18	0.11735
HS19	PT18	0.00542
HS20	PT18	0.00564
HS21	PT18	0.00657
HS22	PT18	0.00556
HSX	PT18	0.00522
HSY	PT18	0.0052
HSMT	PT18	0
HSAL	PT18	0.00854
HSUL	PT18	0.0044
HSUP	PT18	0.00434
HS1	PT19	0.00905
HS2	PT19	0.0096
HS3	PT19	0.01088
HS4	PT19	0.00998
HS5	PT19	0.01056
HS6	PT19	0.01029
HS7	PT19	0.01012
HS8	PT19	0.01042
HS9	PT19	0.01001
HS10	PT19	0.01121
HS11	PT19	0.01023
HS12	PT19	0.01029
HS13	PT19	0.01084
HS14	PT19	0.01032
HS15	PT19	0.00995
HS16	PT19	0.01048
HS17	PT19	0.01059
HS18	PT19	0.01064
HS19	PT19	0.01982
HS20	PT19	0.01096
HS21	PT19	0.0107
HS22	PT19	0.01019
HSX	PT19	0.01038
HSY	PT19	0.01021
HSMT	PT19	0
HSAL	PT19	0.0137
HSUL	PT19	0.0096
HSUP	PT19	0.00884
HS1	PT20	0.0055
HS2	PT20	0.00599
HS3	PT20	0.00763
HS4	PT20	0.00676
HS5	PT20	0.0062
HS6	PT20	0.00632
HS7	PT20	0.00844
HS8	PT20	0.00652
HS9	PT20	0.0074
HS10	PT20	0.0064
HS11	PT20	0.00636
HS12	PT20	0.00807
HS13	PT20	0.00699
HS14	PT20	0.00705
HS15	PT20	0.0071
HS16	PT20	0.00633
HS17	PT20	0.00721
HS18	PT20	0.0072
HS19	PT20	0.00657
HS20	PT20	0.0077
HS21	PT20	0.00908
HS22	PT20	0.00841
HSX	PT20	0.00636
HSY	PT20	0.00707
HSMT	PT20	0
HSAL	PT20	0.00684
HSUL	PT20	0.00659
HSUP	PT20	0.00917
HS1	PT21	0.0052
HS2	PT21	0.007
HS3	PT21	0.00582
HS4	PT21	0.00561
HS5	PT21	0.00561
HS6	PT21	0.00572
HS7	PT21	0.00563
HS8	PT21	0.0059
HS9	PT21	0.00576
HS10	PT21	0.00581
HS11	PT21	0.00609
HS12	PT21	0.00594
HS13	PT21	0.00659
HS14	PT21	0.00641
HS15	PT21	0.00718
HS16	PT21	0.00578
HS17	PT21	0.00574
HS18	PT21	0.01273
HS19	PT21	0.0058
HS20	PT21	0.0063
HS21	PT21	0.00603
HS22	PT21	0.0059
HSX	PT21	0.00605
HSY	PT21	0.00583
HSMT	PT21	0
HSAL	PT21	0.00718
HSUL	PT21	0.00568
HSUP	PT21	0.00649
HS1	PT22	0.00596
HS2	PT22	0.00996
HS3	PT22	0.00594
HS4	PT22	0.00645
HS5	PT22	0.00613
HS6	PT22	0.00667
HS7	PT22	0.00647
HS8	PT22	0.00683
HS9	PT22	0.01017
HS10	PT22	0.00739
HS11	PT22	0.00654
HS12	PT22	0.00644
HS13	PT22	0.0091
HS14	PT22	0.00711
HS15	PT22	0.00711
HS16	PT22	0.00816
HS17	PT22	0.00683
HS18	PT22	0.00993
HS19	PT22	0.00662
HS20	PT22	0.00717
HS21	PT22	0.00829
HS22	PT22	0.00878
HSX	PT22	0.00663
HSY	PT22	0.00751
HSMT	PT22	0
HSAL	PT22	0.0081
HSUL	PT22	0.0091
HSUP	PT22	0.00637
HS1	PTX	0.0089
HS2	PTX	0.00941
HS3	PTX	0.00941
HS4	PTX	0.00908
HS5	PTX	0.00924
HS6	PTX	0.00929
HS7	PTX	0.00931
HS8	PTX	0.00937
HS9	PTX	0.00909
HS10	PTX	0.00933
HS11	PTX	0.00954
HS12	PTX	0.00956
HS13	PTX	0.0096
HS14	PTX	0.00959
HS15	PTX	0.00926
HS16	PTX	0.0087
HS17	PTX	0.00899
HS18	PTX	0.00955
HS19	PTX	0.00883
HS20	PTX	0.00909
HS21	PTX	0.00926
HS22	PTX	0.00831
HSX	PTX	0.00682
HSY	PTX	0.00981
HSMT	PTX	0
HSAL	PTX	0.00917
HSUL	PTX	0.00593
HSUP	PTX	0.00567
HS1	PTY	0.00855
HS2	PTY	0.00866
HS3	PTY	0.01022
HS4	PTY	0.00864
HS5	PTY	0.00833
HS6	PTY	0.00929
HS7	PTY	0.00954
HS8	PTY	0.01025
HS9	PTY	0.00896
HS10	PTY	0.01064
HS11	PTY	0.01076
HS12	PTY	0.0107
HS13	PTY	0.01047
HS14	PTY	0.00963
HS15	PTY	0.00963
HS16	PTY	0.01121
HS17	PTY	0.01021
HS18	PTY	0.01059
HS19	PTY	0.00949
HS20	PTY	0.01019
HS21	PTY	0.01197
HS22	PTY	0.00962
HSX	PTY	0.01738
HSY	PTY	0.16435
HSMT	PTY	0
HSAL	PTY	0.01115
HSUL	PTY	0.01065
HSUP	PTY	0.01332
HS1	PTMT	0.01034
HS2	PTMT	0.01193
HS3	PTMT	0.03863
HS4	PTMT	0.02049
HS5	PTMT	0.11632
HS6	PTMT	0.00144
HS7	PTMT	0.00146
HS8	PTMT	0.00592
HS9	PTMT	0.00097
HS10	PTMT	0.00324
HS11	PTMT	0.05754
HS12	PTMT	-1.00E-05
HS13	PTMT	0.00994
HS14	PTMT	0.01524
HS15	PTMT	0.00014
HS16	PTMT	0.00126
HS17	PTMT	5.00E-05
HS18	PTMT	0.00165
HS19	PTMT	0
HS20	PTMT	0.00408
HS21	PTMT	0.00105
HS22	PTMT	-2.00E-04
HSX	PTMT	0.01536
HSY	PTMT	0.00109
HSMT	PTMT	0
HSAL	PTMT	0.0011
HSUL	PTMT	9.00E-05
HSUP	PTMT	0
HS1	PTUL	0.01322
HS2	PTUL	0.01188
HS3	PTUL	0.01098
HS4	PTUL	0.01338
HS5	PTUL	0.01534
HS6	PTUL	0.01382
HS7	PTUL	0.08413
HS8	PTUL	0.01489
HS9	PTUL	0.01133
HS10	PTUL	0.01395
HS11	PTUL	0.01226
HS12	PTUL	0.01367
HS13	PTUL	0.01051
HS14	PTUL	0.0151
HS15	PTUL	0.01168
HS16	PTUL	0.01643
HS17	PTUL	0.01357
HS18	PTUL	0.01361
HS19	PTUL	0.01641
HS20	PTUL	0.01017
HS21	PTUL	0.01268
HS22	PTUL	0.01938
HSX	PTUL	0.10598
HSY	PTUL	0.01814
HSMT	PTUL	0
HSAL	PTUL	0.02115
HSUL	PTUL	0.01037
HSUP	PTUL	0.00962
HS1	PTUP	0.01287
HS2	PTUP	0.01009
HS3	PTUP	0.00596
HS4	PTUP	0.00971
HS5	PTUP	0.00907
HS6	PTUP	0.00911
HS7	PTUP	0.01123
HS8	PTUP	0.00681
HS9	PTUP	0.00931
HS10	PTUP	0.01297
HS11	PTUP	0.00482
HS12	PTUP	0.00524
HS13	PTUP	0.00439
HS14	PTUP	0.01071
HS15	PTUP	0.01054
HS16	PTUP	0.01071
HS17	PTUP	0.01569
HS18	PTUP	0.007
HS19	PTUP	0.01119
HS20	PTUP	0.01048
HS21	PTUP	0.01654
HS22	PTUP	0.01178
HSX	PTUP	0.00384
HSY	PTUP	0.00821
HSMT	PTUP	0
HSAL	PTUP	0.01609
HSUL	PTUP	0.01416
HSUP	PTUP	0.01283
