ref	tar	nrc	ir.label
MGA29	GGA3	0.99137	"Without IR (0)"
MGA30	GGA3	0.99167	"Without IR (0)"
MGAMT	GGA3	1	"Without IR (0)"
MGAW	GGA3	0.99239	"Without IR (0)"
MGAZ	GGA3	0.98375	"Without IR (0)"
MGAUL	GGA3	0.98768	"Without IR (0)"
MGAUP	GGA3	0.98268	"Without IR (0)"
MGA1	GGA4	0.98216	"Without IR (0)"
MGA2	GGA4	0.984	"Without IR (0)"
MGA3	GGA4	0.98378	"Without IR (0)"
MGA4	GGA4	0.88475	"Without IR (0)"
MGA5	GGA4	0.98591	"Without IR (0)"
MGA6	GGA4	0.9859	"Without IR (0)"
MGA7	GGA4	0.98772	"Without IR (0)"
MGA8	GGA4	0.98762	"Without IR (0)"
MGA9	GGA4	0.95493	"Without IR (0)"
MGA10	GGA4	0.98806	"Without IR (0)"
MGA11	GGA4	0.98862	"Without IR (0)"
MGA12	GGA4	0.98902	"Without IR (0)"
MGA13	GGA4	0.98945	"Without IR (0)"
MGA14	GGA4	0.98924	"Without IR (0)"
MGA15	GGA4	0.98935	"Without IR (0)"
MGA16	GGA4	0.98986	"Without IR (0)"
MGA17	GGA4	0.99016	"Without IR (0)"
MGA18	GGA4	0.99283	"Without IR (0)"
MGA19	GGA4	0.99018	"Without IR (0)"
MGA20	GGA4	0.98979	"Without IR (0)"
MGA21	GGA4	0.99052	"Without IR (0)"
MGA22	GGA4	0.9895	"Without IR (0)"
MGA23	GGA4	0.9908	"Without IR (0)"
MGA24	GGA4	0.99083	"Without IR (0)"
MGA25	GGA4	0.99038	"Without IR (0)"
MGA26	GGA4	0.99056	"Without IR (0)"
MGA27	GGA4	0.99215	"Without IR (0)"
MGA28	GGA4	0.99097	"Without IR (0)"
MGA29	GGA4	0.9908	"Without IR (0)"
MGA30	GGA4	0.99102	"Without IR (0)"
MGAMT	GGA4	1	"Without IR (0)"
MGAW	GGA4	0.99122	"Without IR (0)"
MGAZ	GGA4	0.98427	"Without IR (0)"
MGAUL	GGA4	0.98753	"Without IR (0)"
MGAUP	GGA4	0.98346	"Without IR (0)"
MGA1	GGA5	0.98334	"Without IR (0)"
MGA2	GGA5	0.98446	"Without IR (0)"
MGA3	GGA5	0.98447	"Without IR (0)"
MGA4	GGA5	0.98521	"Without IR (0)"
MGA5	GGA5	0.85359	"Without IR (0)"
MGA6	GGA5	0.98568	"Without IR (0)"
MGA7	GGA5	0.9869	"Without IR (0)"
MGA8	GGA5	0.98684	"Without IR (0)"
MGA9	GGA5	0.98748	"Without IR (0)"
MGA10	GGA5	0.98715	"Without IR (0)"
MGA11	GGA5	0.98754	"Without IR (0)"
MGA12	GGA5	0.98784	"Without IR (0)"
MGA13	GGA5	0.98812	"Without IR (0)"
MGA14	GGA5	0.98801	"Without IR (0)"
MGA15	GGA5	0.98816	"Without IR (0)"
MGA16	GGA5	0.98841	"Without IR (0)"
MGA17	GGA5	0.98867	"Without IR (0)"
MGA18	GGA5	0.99121	"Without IR (0)"
MGA19	GGA5	0.98864	"Without IR (0)"
MGA20	GGA5	0.9884	"Without IR (0)"
MGA21	GGA5	0.98894	"Without IR (0)"
MGA22	GGA5	0.98824	"Without IR (0)"
MGA23	GGA5	0.98917	"Without IR (0)"
MGA24	GGA5	0.98926	"Without IR (0)"
MGA25	GGA5	0.98887	"Without IR (0)"
MGA26	GGA5	0.98896	"Without IR (0)"
MGA27	GGA5	0.9905	"Without IR (0)"
MGA28	GGA5	0.98925	"Without IR (0)"
MGA29	GGA5	0.98923	"Without IR (0)"
MGA30	GGA5	0.98935	"Without IR (0)"
MGAMT	GGA5	1	"Without IR (0)"
MGAW	GGA5	0.99	"Without IR (0)"
MGAZ	GGA5	0.98478	"Without IR (0)"
MGAUL	GGA5	0.98658	"Without IR (0)"
MGAUP	GGA5	0.98288	"Without IR (0)"
MGA1	GGA6	0.97935	"Without IR (0)"
MGA2	GGA6	0.97987	"Without IR (0)"
MGA3	GGA6	0.97985	"Without IR (0)"
MGA4	GGA6	0.98039	"Without IR (0)"
MGA5	GGA6	0.9809	"Without IR (0)"
MGA6	GGA6	0.98085	"Without IR (0)"
MGA7	GGA6	0.9817	"Without IR (0)"
MGA8	GGA6	0.86508	"Without IR (0)"
MGA9	GGA6	0.9822	"Without IR (0)"
MGA10	GGA6	0.98195	"Without IR (0)"
MGA11	GGA6	0.98221	"Without IR (0)"
MGA12	GGA6	0.98247	"Without IR (0)"
MGA13	GGA6	0.98277	"Without IR (0)"
MGA14	GGA6	0.98258	"Without IR (0)"
MGA15	GGA6	0.98277	"Without IR (0)"
MGA16	GGA6	0.98294	"Without IR (0)"
MGA17	GGA6	0.98313	"Without IR (0)"
MGA18	GGA6	0.98536	"Without IR (0)"
MGA19	GGA6	0.98313	"Without IR (0)"
MGA20	GGA6	0.98294	"Without IR (0)"
MGA21	GGA6	0.98345	"Without IR (0)"
MGA22	GGA6	0.98283	"Without IR (0)"
MGA23	GGA6	0.98358	"Without IR (0)"
MGA24	GGA6	0.98362	"Without IR (0)"
MGA25	GGA6	0.98332	"Without IR (0)"
MGA26	GGA6	0.98341	"Without IR (0)"
MGA27	GGA6	0.98477	"Without IR (0)"
MGA28	GGA6	0.98362	"Without IR (0)"
MGA29	GGA6	0.98363	"Without IR (0)"
MGA30	GGA6	0.98369	"Without IR (0)"
MGAMT	GGA6	1	"Without IR (0)"
MGAW	GGA6	0.98433	"Without IR (0)"
MGAZ	GGA6	0.98027	"Without IR (0)"
MGAUL	GGA6	0.98144	"Without IR (0)"
MGAUP	GGA6	0.97789	"Without IR (0)"
MGA1	GGA7	0.97842	"Without IR (0)"
MGA2	GGA7	0.97903	"Without IR (0)"
MGA3	GGA7	0.97901	"Without IR (0)"
MGA4	GGA7	0.9794	"Without IR (0)"
MGA5	GGA7	0.97977	"Without IR (0)"
MGA6	GGA7	0.97972	"Without IR (0)"
MGA7	GGA7	0.85547	"Without IR (0)"
MGA8	GGA7	0.98041	"Without IR (0)"
MGA9	GGA7	0.98085	"Without IR (0)"
MGA10	GGA7	0.98067	"Without IR (0)"
MGA11	GGA7	0.98081	"Without IR (0)"
MGA12	GGA7	0.98103	"Without IR (0)"
MGA13	GGA7	0.98133	"Without IR (0)"
MGA14	GGA7	0.98114	"Without IR (0)"
MGA15	GGA7	0.98126	"Without IR (0)"
MGA16	GGA7	0.98148	"Without IR (0)"
MGA17	GGA7	0.98158	"Without IR (0)"
MGA18	GGA7	0.98338	"Without IR (0)"
MGA19	GGA7	0.98159	"Without IR (0)"
MGA20	GGA7	0.98148	"Without IR (0)"
MGA21	GGA7	0.9819	"Without IR (0)"
MGA22	GGA7	0.9814	"Without IR (0)"
MGA23	GGA7	0.98195	"Without IR (0)"
MGA24	GGA7	0.98205	"Without IR (0)"
MGA25	GGA7	0.98182	"Without IR (0)"
MGA26	GGA7	0.98183	"Without IR (0)"
MGA27	GGA7	0.9829	"Without IR (0)"
MGA28	GGA7	0.98209	"Without IR (0)"
MGA29	GGA7	0.98203	"Without IR (0)"
MGA30	GGA7	0.98211	"Without IR (0)"
MGAMT	GGA7	1	"Without IR (0)"
MGAW	GGA7	0.98256	"Without IR (0)"
MGAZ	GGA7	0.97926	"Without IR (0)"
MGAUL	GGA7	0.98007	"Without IR (0)"
MGAUP	GGA7	0.97714	"Without IR (0)"
MGA1	GGA8	0.97471	"Without IR (0)"
MGA2	GGA8	0.97534	"Without IR (0)"
MGA3	GGA8	0.97534	"Without IR (0)"
MGA4	GGA8	0.97584	"Without IR (0)"
MGA5	GGA8	0.97623	"Without IR (0)"
MGA6	GGA8	0.97627	"Without IR (0)"
MGA7	GGA8	0.97709	"Without IR (0)"
MGA8	GGA8	0.97705	"Without IR (0)"
MGA9	GGA8	0.97745	"Without IR (0)"
MGA10	GGA8	0.86699	"Without IR (0)"
MGA11	GGA8	0.9775	"Without IR (0)"
MGA12	GGA8	0.97771	"Without IR (0)"
MGA13	GGA8	0.97804	"Without IR (0)"
MGA14	GGA8	0.97788	"Without IR (0)"
MGA15	GGA8	0.97795	"Without IR (0)"
MGA16	GGA8	0.97823	"Without IR (0)"
MGA17	GGA8	0.97833	"Without IR (0)"
MGA18	GGA8	0.98017	"Without IR (0)"
MGA19	GGA8	0.9784	"Without IR (0)"
MGA20	GGA8	0.97819	"Without IR (0)"
MGA21	GGA8	0.97869	"Without IR (0)"
MGA22	GGA8	0.97801	"Without IR (0)"
MGA23	GGA8	0.97873	"Without IR (0)"
MGA24	GGA8	0.97879	"Without IR (0)"
MGA25	GGA8	0.97857	"Without IR (0)"
MGA26	GGA8	0.9785	"Without IR (0)"
MGA27	GGA8	0.97969	"Without IR (0)"
MGA28	GGA8	0.97889	"Without IR (0)"
MGA29	GGA8	0.9788	"Without IR (0)"
MGA30	GGA8	0.97888	"Without IR (0)"
MGAMT	GGA8	1	"Without IR (0)"
MGAW	GGA8	0.97918	"Without IR (0)"
MGAZ	GGA8	0.97552	"Without IR (0)"
MGAUL	GGA8	0.97681	"Without IR (0)"
MGAUP	GGA8	0.97435	"Without IR (0)"
MGA1	GGA9	0.97366	"Without IR (0)"
MGA2	GGA9	0.97387	"Without IR (0)"
MGA3	GGA9	0.9741	"Without IR (0)"
MGA4	GGA9	0.9743	"Without IR (0)"
MGA5	GGA9	0.97444	"Without IR (0)"
MGA6	GGA9	0.97442	"Without IR (0)"
MGA7	GGA9	0.9751	"Without IR (0)"
MGA8	GGA9	0.97504	"Without IR (0)"
MGA9	GGA9	0.97535	"Without IR (0)"
MGA10	GGA9	0.97526	"Without IR (0)"
MGA11	GGA9	0.84002	"Without IR (0)"
MGA12	GGA9	0.97554	"Without IR (0)"
MGA13	GGA9	0.9758	"Without IR (0)"
MGA14	GGA9	0.97563	"Without IR (0)"
MGA15	GGA9	0.97569	"Without IR (0)"
MGA16	GGA9	0.97598	"Without IR (0)"
MGA17	GGA9	0.97605	"Without IR (0)"
MGA18	GGA9	0.97767	"Without IR (0)"
MGA19	GGA9	0.97604	"Without IR (0)"
MGA20	GGA9	0.97591	"Without IR (0)"
MGA21	GGA9	0.97632	"Without IR (0)"
MGA22	GGA9	0.97578	"Without IR (0)"
MGA23	GGA9	0.97634	"Without IR (0)"
MGA24	GGA9	0.9764	"Without IR (0)"
MGA25	GGA9	0.97624	"Without IR (0)"
MGA26	GGA9	0.97622	"Without IR (0)"
MGA27	GGA9	0.9772	"Without IR (0)"
MGA28	GGA9	0.97647	"Without IR (0)"
MGA29	GGA9	0.97648	"Without IR (0)"
MGA30	GGA9	0.97652	"Without IR (0)"
MGAMT	GGA9	1	"Without IR (0)"
MGAW	GGA9	0.97691	"Without IR (0)"
MGAZ	GGA9	0.97425	"Without IR (0)"
MGAUL	GGA9	0.9749	"Without IR (0)"
MGAUP	GGA9	0.97325	"Without IR (0)"
MGA1	GGA10	0.97204	"Without IR (0)"
MGA2	GGA10	0.97226	"Without IR (0)"
MGA3	GGA10	0.97224	"Without IR (0)"
MGA4	GGA10	0.97256	"Without IR (0)"
MGA5	GGA10	0.97271	"Without IR (0)"
MGA6	GGA10	0.97272	"Without IR (0)"
MGA7	GGA10	0.97329	"Without IR (0)"
MGA8	GGA10	0.97315	"Without IR (0)"
MGA9	GGA10	0.97347	"Without IR (0)"
MGA10	GGA10	0.97322	"Without IR (0)"
MGA11	GGA10	0.97347	"Without IR (0)"
MGA12	GGA10	0.80589	"Without IR (0)"
MGA13	GGA10	0.97391	"Without IR (0)"
MGA14	GGA10	0.97371	"Without IR (0)"
MGA15	GGA10	0.97378	"Without IR (0)"
MGA16	GGA10	0.97397	"Without IR (0)"
MGA17	GGA10	0.97404	"Without IR (0)"
MGA18	GGA10	0.97536	"Without IR (0)"
MGA19	GGA10	0.97408	"Without IR (0)"
MGA20	GGA10	0.97391	"Without IR (0)"
MGA21	GGA10	0.97432	"Without IR (0)"
MGA22	GGA10	0.97386	"Without IR (0)"
MGA23	GGA10	0.9743	"Without IR (0)"
MGA24	GGA10	0.97435	"Without IR (0)"
MGA25	GGA10	0.97422	"Without IR (0)"
MGA26	GGA10	0.97424	"Without IR (0)"
MGA27	GGA10	0.97502	"Without IR (0)"
MGA28	GGA10	0.97446	"Without IR (0)"
MGA29	GGA10	0.97439	"Without IR (0)"
MGA30	GGA10	0.97444	"Without IR (0)"
MGAMT	GGA10	1	"Without IR (0)"
MGAW	GGA10	0.97474	"Without IR (0)"
MGAZ	GGA10	0.97237	"Without IR (0)"
MGAUL	GGA10	0.97274	"Without IR (0)"
MGAUP	GGA10	0.97022	"Without IR (0)"
MGA1	GGA11	0.97141	"Without IR (0)"
MGA2	GGA11	0.97154	"Without IR (0)"
MGA3	GGA11	0.97158	"Without IR (0)"
MGA4	GGA11	0.97189	"Without IR (0)"
MGA5	GGA11	0.97212	"Without IR (0)"
MGA6	GGA11	0.97211	"Without IR (0)"
MGA7	GGA11	0.97261	"Without IR (0)"
MGA8	GGA11	0.97264	"Without IR (0)"
MGA9	GGA11	0.97293	"Without IR (0)"
MGA10	GGA11	0.97284	"Without IR (0)"
MGA11	GGA11	0.97307	"Without IR (0)"
MGA12	GGA11	0.9731	"Without IR (0)"
MGA13	GGA11	0.81693	"Without IR (0)"
MGA14	GGA11	0.9732	"Without IR (0)"
MGA15	GGA11	0.97323	"Without IR (0)"
MGA16	GGA11	0.97344	"Without IR (0)"
MGA17	GGA11	0.97362	"Without IR (0)"
MGA18	GGA11	0.9751	"Without IR (0)"
MGA19	GGA11	0.97358	"Without IR (0)"
MGA20	GGA11	0.97345	"Without IR (0)"
MGA21	GGA11	0.97392	"Without IR (0)"
MGA22	GGA11	0.97329	"Without IR (0)"
MGA23	GGA11	0.97394	"Without IR (0)"
MGA24	GGA11	0.97398	"Without IR (0)"
MGA25	GGA11	0.97377	"Without IR (0)"
MGA26	GGA11	0.97374	"Without IR (0)"
MGA27	GGA11	0.97459	"Without IR (0)"
MGA28	GGA11	0.97398	"Without IR (0)"
MGA29	GGA11	0.97389	"Without IR (0)"
MGA30	GGA11	0.97405	"Without IR (0)"
MGAMT	GGA11	1	"Without IR (0)"
MGAW	GGA11	0.97445	"Without IR (0)"
MGAZ	GGA11	0.97179	"Without IR (0)"
MGAUL	GGA11	0.97245	"Without IR (0)"
MGAUP	GGA11	0.96965	"Without IR (0)"
MGA1	GGA12	0.9957	"Without IR (0)"
MGA2	GGA12	0.99621	"Without IR (0)"
MGA3	GGA12	0.99618	"Without IR (0)"
MGA4	GGA12	0.99663	"Without IR (0)"
MGA5	GGA12	0.99674	"Without IR (0)"
MGA6	GGA12	0.9968	"Without IR (0)"
MGA7	GGA12	0.99752	"Without IR (0)"
MGA8	GGA12	0.9975	"Without IR (0)"
MGA9	GGA12	0.99773	"Without IR (0)"
MGA10	GGA12	0.99734	"Without IR (0)"
MGA11	GGA12	0.99773	"Without IR (0)"
MGA12	GGA12	0.99794	"Without IR (0)"
MGA13	GGA12	0.99815	"Without IR (0)"
MGA14	GGA12	0.83734	"Without IR (0)"
MGA15	GGA12	0.99814	"Without IR (0)"
MGA16	GGA12	0.99826	"Without IR (0)"
MGA17	GGA12	0.99842	"Without IR (0)"
MGA18	GGA12	1	"Without IR (0)"
MGA19	GGA12	0.99845	"Without IR (0)"
MGA20	GGA12	0.9983	"Without IR (0)"
MGA21	GGA12	0.99857	"Without IR (0)"
MGA22	GGA12	0.99817	"Without IR (0)"
MGA23	GGA12	0.99864	"Without IR (0)"
MGA24	GGA12	0.99876	"Without IR (0)"
MGA25	GGA12	0.99851	"Without IR (0)"
MGA26	GGA12	0.99862	"Without IR (0)"
MGA27	GGA12	0.99958	"Without IR (0)"
MGA28	GGA12	0.99876	"Without IR (0)"
MGA29	GGA12	0.99884	"Without IR (0)"
MGA30	GGA12	0.99894	"Without IR (0)"
MGAMT	GGA12	1	"Without IR (0)"
MGAW	GGA12	0.99921	"Without IR (0)"
MGAZ	GGA12	0.99626	"Without IR (0)"
MGAUL	GGA12	0.99701	"Without IR (0)"
MGAUP	GGA12	0.99366	"Without IR (0)"
MGA1	GGA13	0.96886	"Without IR (0)"
MGA2	GGA13	0.96903	"Without IR (0)"
MGA3	GGA13	0.9684	"Without IR (0)"
MGA4	GGA13	0.96939	"Without IR (0)"
MGA5	GGA13	0.96964	"Without IR (0)"
MGA6	GGA13	0.96965	"Without IR (0)"
MGA7	GGA13	0.97025	"Without IR (0)"
MGA8	GGA13	0.97025	"Without IR (0)"
MGA9	GGA13	0.97053	"Without IR (0)"
MGA10	GGA13	0.97044	"Without IR (0)"
MGA11	GGA13	0.97052	"Without IR (0)"
MGA12	GGA13	0.97069	"Without IR (0)"
MGA13	GGA13	0.97094	"Without IR (0)"
MGA14	GGA13	0.97076	"Without IR (0)"
MGA15	GGA13	0.81681	"Without IR (0)"
MGA16	GGA13	0.9711	"Without IR (0)"
MGA17	GGA13	0.97115	"Without IR (0)"
MGA18	GGA13	0.97256	"Without IR (0)"
MGA19	GGA13	0.97115	"Without IR (0)"
MGA20	GGA13	0.97104	"Without IR (0)"
MGA21	GGA13	0.97144	"Without IR (0)"
MGA22	GGA13	0.97093	"Without IR (0)"
MGA23	GGA13	0.97144	"Without IR (0)"
MGA24	GGA13	0.97147	"Without IR (0)"
MGA25	GGA13	0.9714	"Without IR (0)"
MGA26	GGA13	0.97135	"Without IR (0)"
MGA27	GGA13	0.97217	"Without IR (0)"
MGA28	GGA13	0.97159	"Without IR (0)"
MGA29	GGA13	0.9716	"Without IR (0)"
MGA30	GGA13	0.97159	"Without IR (0)"
MGAMT	GGA13	1	"Without IR (0)"
MGAW	GGA13	0.97192	"Without IR (0)"
MGAZ	GGA13	0.96932	"Without IR (0)"
MGAUL	GGA13	0.96921	"Without IR (0)"
MGAUP	GGA13	0.96724	"Without IR (0)"
MGA1	GGA14	0.9652	"Without IR (0)"
MGA2	GGA14	0.96517	"Without IR (0)"
MGA3	GGA14	0.96528	"Without IR (0)"
MGA4	GGA14	0.96529	"Without IR (0)"
MGA5	GGA14	0.96559	"Without IR (0)"
MGA6	GGA14	0.96561	"Without IR (0)"
MGA7	GGA14	0.96595	"Without IR (0)"
MGA8	GGA14	0.96597	"Without IR (0)"
MGA9	GGA14	0.96609	"Without IR (0)"
MGA10	GGA14	0.96613	"Without IR (0)"
MGA11	GGA14	0.96619	"Without IR (0)"
MGA12	GGA14	0.9663	"Without IR (0)"
MGA13	GGA14	0.9666	"Without IR (0)"
MGA14	GGA14	0.96635	"Without IR (0)"
MGA15	GGA14	0.96637	"Without IR (0)"
MGA16	GGA14	0.81859	"Without IR (0)"
MGA17	GGA14	0.96666	"Without IR (0)"
MGA18	GGA14	0.96798	"Without IR (0)"
MGA19	GGA14	0.9666	"Without IR (0)"
MGA20	GGA14	0.96653	"Without IR (0)"
MGA21	GGA14	0.96699	"Without IR (0)"
MGA22	GGA14	0.96649	"Without IR (0)"
MGA23	GGA14	0.96684	"Without IR (0)"
MGA24	GGA14	0.96688	"Without IR (0)"
MGA25	GGA14	0.96685	"Without IR (0)"
MGA26	GGA14	0.96674	"Without IR (0)"
MGA27	GGA14	0.96749	"Without IR (0)"
MGA28	GGA14	0.96699	"Without IR (0)"
MGA29	GGA14	0.96689	"Without IR (0)"
MGA30	GGA14	0.96697	"Without IR (0)"
MGAMT	GGA14	1	"Without IR (0)"
MGAW	GGA14	0.96745	"Without IR (0)"
MGAZ	GGA14	0.96533	"Without IR (0)"
MGAUL	GGA14	0.96542	"Without IR (0)"
MGAUP	GGA14	0.96279	"Without IR (0)"
MGA1	GGA15	0.99739	"Without IR (0)"
MGA2	GGA15	0.99729	"Without IR (0)"
MGA3	GGA15	0.99749	"Without IR (0)"
MGA4	GGA15	0.99745	"Without IR (0)"
MGA5	GGA15	0.99754	"Without IR (0)"
MGA6	GGA15	0.99763	"Without IR (0)"
MGA7	GGA15	0.99796	"Without IR (0)"
MGA8	GGA15	0.99804	"Without IR (0)"
MGA9	GGA15	0.99816	"Without IR (0)"
MGA10	GGA15	0.99801	"Without IR (0)"
MGA11	GGA15	0.99809	"Without IR (0)"
MGA12	GGA15	0.99826	"Without IR (0)"
MGA13	GGA15	0.99833	"Without IR (0)"
MGA14	GGA15	0.9983	"Without IR (0)"
MGA15	GGA15	0.99826	"Without IR (0)"
MGA16	GGA15	0.99843	"Without IR (0)"
MGA17	GGA15	0.82365	"Without IR (0)"
MGA18	GGA15	1	"Without IR (0)"
MGA19	GGA15	0.99841	"Without IR (0)"
MGA20	GGA15	0.99851	"Without IR (0)"
MGA21	GGA15	0.99865	"Without IR (0)"
MGA22	GGA15	0.99828	"Without IR (0)"
MGA23	GGA15	0.99866	"Without IR (0)"
MGA24	GGA15	0.99895	"Without IR (0)"
MGA25	GGA15	0.99865	"Without IR (0)"
MGA26	GGA15	0.99863	"Without IR (0)"
MGA27	GGA15	0.99956	"Without IR (0)"
MGA28	GGA15	0.99884	"Without IR (0)"
MGA29	GGA15	0.99898	"Without IR (0)"
MGA30	GGA15	0.999	"Without IR (0)"
MGAMT	GGA15	1	"Without IR (0)"
MGAW	GGA15	0.99957	"Without IR (0)"
MGAZ	GGA15	0.99756	"Without IR (0)"
MGAUL	GGA15	0.99715	"Without IR (0)"
MGAUP	GGA15	0.99458	"Without IR (0)"
MGA1	GGA16	0.98446	"Without IR (0)"
MGA2	GGA16	0.98866	"Without IR (0)"
MGA3	GGA16	0.98805	"Without IR (0)"
MGA4	GGA16	0.98967	"Without IR (0)"
MGA5	GGA16	0.99167	"Without IR (0)"
MGA6	GGA16	0.99157	"Without IR (0)"
MGA7	GGA16	0.99302	"Without IR (0)"
MGA8	GGA16	0.99386	"Without IR (0)"
MGA9	GGA16	0.99326	"Without IR (0)"
MGA10	GGA16	0.99355	"Without IR (0)"
MGA11	GGA16	0.99399	"Without IR (0)"
MGA12	GGA16	0.99459	"Without IR (0)"
MGA13	GGA16	0.99488	"Without IR (0)"
MGA14	GGA16	0.99495	"Without IR (0)"
MGA15	GGA16	0.99475	"Without IR (0)"
MGA16	GGA16	0.99511	"Without IR (0)"
MGA17	GGA16	0.99478	"Without IR (0)"
MGA18	GGA16	0.95288	"Without IR (0)"
MGA19	GGA16	0.99524	"Without IR (0)"
MGA20	GGA16	0.99467	"Without IR (0)"
MGA21	GGA16	0.99503	"Without IR (0)"
MGA22	GGA16	0.99477	"Without IR (0)"
MGA23	GGA16	0.99528	"Without IR (0)"
MGA24	GGA16	0.9952	"Without IR (0)"
MGA25	GGA16	0.99437	"Without IR (0)"
MGA26	GGA16	0.99492	"Without IR (0)"
MGA27	GGA16	0.99605	"Without IR (0)"
MGA28	GGA16	0.99574	"Without IR (0)"
MGA29	GGA16	0.99503	"Without IR (0)"
MGA30	GGA16	0.99492	"Without IR (0)"
MGAMT	GGA16	1	"Without IR (0)"
MGAW	GGA16	0.99467	"Without IR (0)"
MGAZ	GGA16	0.9874	"Without IR (0)"
