ref	tar	nrc
MGA7	GGA8	0.00047
MGA8	GGA8	0.00062
MGA9	GGA8	0.00064
MGA10	GGA8	0.04504
MGA11	GGA8	0.00056
MGA12	GGA8	5.00E-04
MGA13	GGA8	0.00053
MGA14	GGA8	5.00E-04
MGA15	GGA8	0.00049
MGA16	GGA8	0.00046
MGA17	GGA8	0.00047
MGA18	GGA8	-1.00E-05
MGA19	GGA8	0.00046
MGA20	GGA8	0.00048
MGA21	GGA8	0.00039
MGA22	GGA8	0.00044
MGA23	GGA8	0.00043
MGA24	GGA8	0.00044
MGA25	GGA8	0.00037
MGA26	GGA8	0.00043
MGA27	GGA8	-4.00E-05
MGA28	GGA8	0.00024
MGA29	GGA8	0.00042
MGA30	GGA8	4.00E-04
MGAMT	GGA8	0
MGAW	GGA8	0.00044
MGAZ	GGA8	0.00051
MGAUL	GGA8	0.00085
MGAUP	GGA8	0.00189
MGA1	GGA9	-0.00043
MGA2	GGA9	-2.00E-05
MGA3	GGA9	0.00027
MGA4	GGA9	0.00025
MGA5	GGA9	0.00023
MGA6	GGA9	0.00038
MGA7	GGA9	0.00037
MGA8	GGA9	0.00047
MGA9	GGA9	0.00048
MGA10	GGA9	0.00035
MGA11	GGA9	0.01519
MGA12	GGA9	0.00037
MGA13	GGA9	0.00041
MGA14	GGA9	0.00033
MGA15	GGA9	4.00E-04
MGA16	GGA9	0.00039
MGA17	GGA9	0.00043
MGA18	GGA9	-1.00E-05
MGA19	GGA9	0.00039
MGA20	GGA9	0.00039
MGA21	GGA9	0.00035
MGA22	GGA9	4.00E-04
MGA23	GGA9	0.00038
MGA24	GGA9	0.00035
MGA25	GGA9	0.00033
MGA26	GGA9	0.00033
MGA27	GGA9	5.00E-05
MGA28	GGA9	0.00023
MGA29	GGA9	3.00E-04
MGA30	GGA9	0.00032
MGAMT	GGA9	0
MGAW	GGA9	0.00029
MGAZ	GGA9	0.00033
MGAUL	GGA9	0.00067
MGAUP	GGA9	0.00141
MGA1	GGA10	-0.00047
MGA2	GGA10	-5.00E-05
MGA3	GGA10	3.00E-05
MGA4	GGA10	0.00018
MGA5	GGA10	0.00019
MGA6	GGA10	3.00E-04
MGA7	GGA10	3.00E-04
MGA8	GGA10	0.00031
MGA9	GGA10	0.00039
MGA10	GGA10	0.00028
MGA11	GGA10	0.00033
MGA12	GGA10	0.00327
MGA13	GGA10	0.00028
MGA14	GGA10	4.00E-04
MGA15	GGA10	0.00036
MGA16	GGA10	0.00029
MGA17	GGA10	0.00032
MGA18	GGA10	-2.00E-05
MGA19	GGA10	0.00031
MGA20	GGA10	0.00034
MGA21	GGA10	0.00026
MGA22	GGA10	0.00036
MGA23	GGA10	0.00029
MGA24	GGA10	0.00029
MGA25	GGA10	0.00027
MGA26	GGA10	0.00023
MGA27	GGA10	4.00E-05
MGA28	GGA10	0.00019
MGA29	GGA10	0.00029
MGA30	GGA10	0.00027
MGAMT	GGA10	0
MGAW	GGA10	0.00028
MGAZ	GGA10	0.00019
MGAUL	GGA10	0.00094
MGAUP	GGA10	0.00208
MGA1	GGA11	-0.00057
MGA2	GGA11	-5.00E-05
MGA3	GGA11	-1.00E-05
MGA4	GGA11	0.00016
MGA5	GGA11	0.00021
MGA6	GGA11	0.00039
MGA7	GGA11	3.00E-04
MGA8	GGA11	0.00041
MGA9	GGA11	0.00039
MGA10	GGA11	0.00036
MGA11	GGA11	0.00061
MGA12	GGA11	0.00035
MGA13	GGA11	0.01898
MGA14	GGA11	0.00036
MGA15	GGA11	0.00036
MGA16	GGA11	0.00038
MGA17	GGA11	0.00051
MGA18	GGA11	-1.00E-05
MGA19	GGA11	0.00043
MGA20	GGA11	0.00042
MGA21	GGA11	0.00028
MGA22	GGA11	0.00035
MGA23	GGA11	0.00047
MGA24	GGA11	4.00E-04
MGA25	GGA11	0.00029
MGA26	GGA11	0.00034
MGA27	GGA11	1.00E-05
MGA28	GGA11	0.00022
MGA29	GGA11	0.00032
MGA30	GGA11	0.00033
MGAMT	GGA11	0
MGAW	GGA11	0.00031
MGAZ	GGA11	0.00026
MGAUL	GGA11	8.00E-04
MGAUP	GGA11	0.00202
MGA1	GGA12	-0.00033
MGA2	GGA12	7.00E-05
MGA3	GGA12	2.00E-04
MGA4	GGA12	0.00037
MGA5	GGA12	0.00033
MGA6	GGA12	0.00042
MGA7	GGA12	0.00039
MGA8	GGA12	0.00045
MGA9	GGA12	0.00049
MGA10	GGA12	0.00042
MGA11	GGA12	0.00042
MGA12	GGA12	0.00041
MGA13	GGA12	0.00041
MGA14	GGA12	0.00651
MGA15	GGA12	0.00043
MGA16	GGA12	0.00033
MGA17	GGA12	4.00E-04
MGA18	GGA12	0
MGA19	GGA12	0.00037
MGA20	GGA12	4.00E-04
MGA21	GGA12	0.00032
MGA22	GGA12	0.00041
MGA23	GGA12	0.00034
MGA24	GGA12	0.00036
MGA25	GGA12	0.00033
MGA26	GGA12	0.00041
MGA27	GGA12	4.00E-05
MGA28	GGA12	0.00022
MGA29	GGA12	0.00032
MGA30	GGA12	3.00E-04
MGAMT	GGA12	0
MGAW	GGA12	0.00035
MGAZ	GGA12	0.00042
MGAUL	GGA12	0.00106
MGAUP	GGA12	0.00203
MGA1	GGA13	-0.00047
MGA2	GGA13	3.00E-05
MGA3	GGA13	0.00011
MGA4	GGA13	0.00025
MGA5	GGA13	0.00022
MGA6	GGA13	0.00032
MGA7	GGA13	0.00031
MGA8	GGA13	0.00042
MGA9	GGA13	0.00045
MGA10	GGA13	0.00039
MGA11	GGA13	0.00042
MGA12	GGA13	4.00E-04
MGA13	GGA13	0.00034
MGA14	GGA13	0.00036
MGA15	GGA13	0.00091
MGA16	GGA13	3.00E-04
MGA17	GGA13	0.00042
MGA18	GGA13	-2.00E-05
MGA19	GGA13	0.00035
MGA20	GGA13	0.00037
MGA21	GGA13	0.00029
MGA22	GGA13	0.00032
MGA23	GGA13	0.00035
MGA24	GGA13	0.00039
MGA25	GGA13	3.00E-04
MGA26	GGA13	0.00031
MGA27	GGA13	2.00E-05
MGA28	GGA13	0.00022
MGA29	GGA13	0.00037
MGA30	GGA13	0.00031
MGAMT	GGA13	0
MGAW	GGA13	0.00026
MGAZ	GGA13	0.00027
MGAUL	GGA13	0.00158
MGAUP	GGA13	0.00211
MGA1	GGA14	-0.00048
MGA2	GGA14	-0.00014
MGA3	GGA14	-5.00E-05
MGA4	GGA14	0.00011
MGA5	GGA14	0.00016
MGA6	GGA14	0.00022
MGA7	GGA14	2.00E-04
MGA8	GGA14	0.00029
MGA9	GGA14	0.00037
MGA10	GGA14	2.00E-04
MGA11	GGA14	0.00034
MGA12	GGA14	0.00027
MGA13	GGA14	3.00E-04
MGA14	GGA14	0.00028
MGA15	GGA14	0.00029
MGA16	GGA14	0.00571
MGA17	GGA14	0.00039
MGA18	GGA14	-1.00E-05
MGA19	GGA14	0.00029
MGA20	GGA14	0.00035
MGA21	GGA14	0.00025
MGA22	GGA14	0.00031
MGA23	GGA14	3.00E-04
MGA24	GGA14	0.00024
MGA25	GGA14	0.00026
MGA26	GGA14	0.00019
MGA27	GGA14	8.00E-05
MGA28	GGA14	0.00019
MGA29	GGA14	0.00026
MGA30	GGA14	0.00024
MGAMT	GGA14	0
MGAW	GGA14	0.00021
MGAZ	GGA14	2.00E-04
MGAUL	GGA14	0.00092
MGAUP	GGA14	0.00237
MGA1	GGA15	-0.00056
MGA2	GGA15	-0.00016
MGA3	GGA15	-1.00E-04
MGA4	GGA15	5.00E-05
MGA5	GGA15	0.00011
MGA6	GGA15	0.00021
MGA7	GGA15	0.00021
MGA8	GGA15	0.00033
MGA9	GGA15	0.00034
MGA10	GGA15	0.00029
MGA11	GGA15	0.00027
MGA12	GGA15	0.00025
MGA13	GGA15	0.00029
MGA14	GGA15	3.00E-04
MGA15	GGA15	3.00E-04
MGA16	GGA15	0.00027
MGA17	GGA15	0.00052
MGA18	GGA15	0
MGA19	GGA15	0.00026
MGA20	GGA15	0.00032
MGA21	GGA15	0.00026
MGA22	GGA15	0.00027
MGA23	GGA15	0.00034
MGA24	GGA15	0.00031
MGA25	GGA15	0.00028
MGA26	GGA15	0.00027
MGA27	GGA15	9.00E-05
MGA28	GGA15	0.00024
MGA29	GGA15	0.00024
MGA30	GGA15	0.00024
MGAMT	GGA15	0
MGAW	GGA15	0.00019
MGAZ	GGA15	9.00E-05
MGAUL	GGA15	0.0012
MGAUP	GGA15	0.0029
MGA1	GGA16	0.00222
MGA2	GGA16	0.00213
MGA3	GGA16	0.0024
MGA4	GGA16	0.00266
MGA5	GGA16	0.00156
MGA6	GGA16	0.00153
MGA7	GGA16	0.00059
MGA8	GGA16	0.00163
MGA9	GGA16	0.0012
MGA10	GGA16	0.00064
MGA11	GGA16	0.00087
MGA12	GGA16	0.00134
MGA13	GGA16	0.00147
MGA14	GGA16	0.00086
MGA15	GGA16	0.0011
MGA16	GGA16	0.00047
MGA17	GGA16	0.00092
MGA18	GGA16	0.0064
MGA19	GGA16	7.00E-05
MGA20	GGA16	0.00043
MGA21	GGA16	0.00032
MGA22	GGA16	7.00E-04
MGA23	GGA16	0.00019
MGA24	GGA16	0.00048
MGA25	GGA16	0.00044
MGA26	GGA16	0.00135
MGA27	GGA16	-2.00E-05
MGA28	GGA16	0.00054
MGA29	GGA16	0
MGA30	GGA16	0.00115
MGAMT	GGA16	0
MGAW	GGA16	0.00107
MGAZ	GGA16	0.00192
MGAUL	GGA16	0.00788
MGAUP	GGA16	0.01537
MGA1	GGA17	-0.00039
MGA2	GGA17	3.00E-05
MGA3	GGA17	0.00035
MGA4	GGA17	0.00027
MGA5	GGA17	3.00E-04
MGA6	GGA17	0.00038
MGA7	GGA17	3.00E-04
MGA8	GGA17	0.00039
MGA9	GGA17	0.00042
MGA10	GGA17	0.00032
MGA11	GGA17	3.00E-04
MGA12	GGA17	0.00032
MGA13	GGA17	4.00E-04
MGA14	GGA17	0.00041
MGA15	GGA17	0.00053
MGA16	GGA17	0.00051
MGA17	GGA17	4.00E-04
MGA18	GGA17	-1.00E-05
MGA19	GGA17	0.00099
MGA20	GGA17	0.00037
MGA21	GGA17	0.00037
MGA22	GGA17	0.00048
MGA23	GGA17	0.00042
MGA24	GGA17	0.00036
MGA25	GGA17	0.00031
MGA26	GGA17	0.00039
MGA27	GGA17	0.00027
MGA28	GGA17	0.00037
MGA29	GGA17	0.00052
MGA30	GGA17	0.00027
MGAMT	GGA17	0
MGAW	GGA17	0.00024
MGAZ	GGA17	0.00037
MGAUL	GGA17	0.00108
MGAUP	GGA17	0.00242
MGA1	GGA18	-0.00025
MGA2	GGA18	0.00011
MGA3	GGA18	0.00019
MGA4	GGA18	0.00038
MGA5	GGA18	0.00037
MGA6	GGA18	0.00041
MGA7	GGA18	0.00032
MGA8	GGA18	0.00058
MGA9	GGA18	0.00047
MGA10	GGA18	0.00041
MGA11	GGA18	0.00041
MGA12	GGA18	4.00E-04
MGA13	GGA18	0.00042
MGA14	GGA18	0.00043
MGA15	GGA18	0.00041
MGA16	GGA18	0.00032
MGA17	GGA18	0.00045
MGA18	GGA18	7.00E-05
MGA19	GGA18	0.00045
MGA20	GGA18	0.0857
MGA21	GGA18	0.00038
MGA22	GGA18	0.00044
MGA23	GGA18	0.00035
MGA24	GGA18	0.00038
MGA25	GGA18	0.00029
MGA26	GGA18	0.00039
MGA27	GGA18	1.00E-04
MGA28	GGA18	0.00027
MGA29	GGA18	4.00E-04
MGA30	GGA18	0.00033
MGAMT	GGA18	0
MGAW	GGA18	0.00038
MGAZ	GGA18	0.00034
MGAUL	GGA18	0.00149
MGAUP	GGA18	0.00299
MGA1	GGA19	-0.00048
MGA2	GGA19	-1.00E-05
MGA3	GGA19	-2.00E-05
MGA4	GGA19	0.00012
MGA5	GGA19	0.00014
MGA6	GGA19	0.00032
MGA7	GGA19	0.00023
MGA8	GGA19	0.00042
MGA9	GGA19	0.00034
MGA10	GGA19	0.00024
MGA11	GGA19	0.00035
MGA12	GGA19	0.00029
MGA13	GGA19	0.00027
MGA14	GGA19	0.00028
MGA15	GGA19	0.00028
MGA16	GGA19	0.00025
MGA17	GGA19	0.00038
MGA18	GGA19	0
MGA19	GGA19	0.00035
MGA20	GGA19	0.00035
MGA21	GGA19	0.00625
MGA22	GGA19	0.00033
MGA23	GGA19	0.00027
MGA24	GGA19	0.00031
MGA25	GGA19	0.00029
MGA26	GGA19	0.00027
MGA27	GGA19	9.00E-05
MGA28	GGA19	0.00018
MGA29	GGA19	0.00024
MGA30	GGA19	0.00024
MGAMT	GGA19	0
MGAW	GGA19	0.00017
MGAZ	GGA19	0.00019
MGAUL	GGA19	0.00135
MGAUP	GGA19	0.00407
MGA1	GGA20	-0.00045
MGA2	GGA20	-1.00E-05
MGA3	GGA20	0.00013
MGA4	GGA20	2.00E-04
MGA5	GGA20	0.00023
MGA6	GGA20	0.00031
MGA7	GGA20	0.00029
MGA8	GGA20	4.00E-04
MGA9	GGA20	0.00042
MGA10	GGA20	0.00032
MGA11	GGA20	0.00037
MGA12	GGA20	0.00041
MGA13	GGA20	0.00042
MGA14	GGA20	0.00034
MGA15	GGA20	0.00036
MGA16	GGA20	0.00034
MGA17	GGA20	0.00051
MGA18	GGA20	1.00E-05
MGA19	GGA20	0.00034
MGA20	GGA20	4.00E-04
MGA21	GGA20	0.00033
MGA22	GGA20	0.00068
MGA23	GGA20	0.00041
MGA24	GGA20	0.00043
MGA25	GGA20	3.00E-04
MGA26	GGA20	0.00038
MGA27	GGA20	5.00E-05
MGA28	GGA20	0.00025
MGA29	GGA20	0.00037
MGA30	GGA20	0.00031
MGAMT	GGA20	0
MGAW	GGA20	0.00026
MGAZ	GGA20	0.00028
MGAUL	GGA20	0.00115
MGAUP	GGA20	0.00233
MGA1	GGA21	-0.00041
MGA2	GGA21	0
MGA3	GGA21	4.00E-05
MGA4	GGA21	2.00E-04
MGA5	GGA21	0.00028
MGA6	GGA21	0.00034
MGA7	GGA21	4.00E-04
MGA8	GGA21	0.00038
MGA9	GGA21	0.00048
MGA10	GGA21	0.00029
MGA11	GGA21	0.00038
MGA12	GGA21	0.00038
MGA13	GGA21	0.00043
MGA14	GGA21	0.00037
MGA15	GGA21	0.00036
MGA16	GGA21	0.00028
MGA17	GGA21	0.00046
MGA18	GGA21	1.00E-05
MGA19	GGA21	0.00035
MGA20	GGA21	0.00042
MGA21	GGA21	0.00036
MGA22	GGA21	0.00042
MGA23	GGA21	0.00055
MGA24	GGA21	0.00039
MGA25	GGA21	4.00E-04
MGA26	GGA21	0.00033
MGA27	GGA21	0.00014
MGA28	GGA21	3.00E-04
MGA29	GGA21	0.00031
MGA30	GGA21	0.00031
MGAMT	GGA21	0
MGAW	GGA21	0.00016
MGAZ	GGA21	0.00026
MGAUL	GGA21	0.00076
MGAUP	GGA21	0.00141
MGA1	GGA22	-0.00022
MGA2	GGA22	0.00028
MGA3	GGA22	0.00031
MGA4	GGA22	0.00044
MGA5	GGA22	0.00033
MGA6	GGA22	0.00043
MGA7	GGA22	0.00045
MGA8	GGA22	8.00E-04
MGA9	GGA22	0.00051
MGA10	GGA22	0.00049
MGA11	GGA22	5.00E-04
MGA12	GGA22	5.00E-04
MGA13	GGA22	0.00045
MGA14	GGA22	0.00042
MGA15	GGA22	0.00039
MGA16	GGA22	0.00027
MGA17	GGA22	0.00054
MGA18	GGA22	0
MGA19	GGA22	0.00055
MGA20	GGA22	0.00073
MGA21	GGA22	0.00039
MGA22	GGA22	0.00046
MGA23	GGA22	0.00046
MGA24	GGA22	0.00925
MGA25	GGA22	0.00032
MGA26	GGA22	0.00037
MGA27	GGA22	0.00021
MGA28	GGA22	0.00029
MGA29	GGA22	0.00043
MGA30	GGA22	0.00043
MGAMT	GGA22	0
MGAW	GGA22	0.00024
MGAZ	GGA22	0.00049
MGAUL	GGA22	0.00112
MGAUP	GGA22	0.00488
MGA1	GGA23	-0.00023
MGA2	GGA23	5.00E-05
MGA3	GGA23	0.00024
MGA4	GGA23	0.00028
MGA5	GGA23	0.00028
MGA6	GGA23	0.00032
MGA7	GGA23	0.00029
MGA8	GGA23	0.00066
MGA9	GGA23	0.00061
MGA10	GGA23	0.00032
MGA11	GGA23	0.00053
MGA12	GGA23	0.00035
MGA13	GGA23	5.00E-04
MGA14	GGA23	0.00045
MGA15	GGA23	0.00046
MGA16	GGA23	0.00035
MGA17	GGA23	0.00064
MGA18	GGA23	4.00E-05
MGA19	GGA23	5.00E-04
MGA20	GGA23	0.00051
MGA21	GGA23	0.00045
MGA22	GGA23	0.00043
MGA23	GGA23	0.00044
MGA24	GGA23	4.00E-04
MGA25	GGA23	0.00231
MGA26	GGA23	0.00044
MGA27	GGA23	0.00039
MGA28	GGA23	0.00031
MGA29	GGA23	0.00045
MGA30	GGA23	0.00041
MGAMT	GGA23	0
MGAW	GGA23	0.00031
MGAZ	GGA23	0.00034
MGAUL	GGA23	0.00094
MGAUP	GGA23	0.0022
MGA1	GGA24	-0.00037
MGA2	GGA24	0.00037
MGA3	GGA24	2.00E-04
MGA4	GGA24	0.00034
MGA5	GGA24	0.00044
MGA6	GGA24	0.00032
MGA7	GGA24	7.00E-04
MGA8	GGA24	7.00E-04
MGA9	GGA24	0.00054
MGA10	GGA24	6.00E-04
MGA11	GGA24	0.00051
MGA12	GGA24	0.00062
MGA13	GGA24	0.00045
MGA14	GGA24	4.00E-04
MGA15	GGA24	6.00E-04
MGA16	GGA24	0.00044
MGA17	GGA24	0.00057
MGA18	GGA24	-3.00E-05
MGA19	GGA24	0.00046
MGA20	GGA24	0.00052
MGA21	GGA24	0.00047
MGA22	GGA24	0.00064
MGA23	GGA24	0.00054
MGA24	GGA24	0.00042
MGA25	GGA24	0.00044
MGA26	GGA24	0.00076
MGA27	GGA24	1.00E-04
MGA28	GGA24	0.00024
MGA29	GGA24	0.00037
MGA30	GGA24	0.00029
MGAMT	GGA24	0
MGAW	GGA24	2.00E-04
MGAZ	GGA24	0.00036
MGAUL	GGA24	0.00182
MGAUP	GGA24	0.00257
MGA1	GGA25	0
MGA2	GGA25	-1.00E-05
MGA3	GGA25	7.00E-05
MGA4	GGA25	0.00021
MGA5	GGA25	0.00014
MGA6	GGA25	0.00024
MGA7	GGA25	0.00025
MGA8	GGA25	0.00019
MGA9	GGA25	0.00017
MGA10	GGA25	0.00014
MGA11	GGA25	0.00017
MGA12	GGA25	0.00016
MGA13	GGA25	0.00022
MGA14	GGA25	1.00E-04
MGA15	GGA25	0.00011
MGA16	GGA25	0.00015
MGA17	GGA25	0.00024
MGA18	GGA25	-4.00E-05
MGA19	GGA25	0.00016
MGA20	GGA25	0.00013
MGA21	GGA25	0.00013
MGA22	GGA25	0.00027
MGA23	GGA25	0.00011
MGA24	GGA25	1.00E-04
MGA25	GGA25	0.00018
MGA26	GGA25	0.00014
MGA27	GGA25	0.02427
MGA28	GGA25	0.00019
MGA29	GGA25	0.00019
MGA30	GGA25	6.00E-05
MGAMT	GGA25	0
MGAW	GGA25	1.00E-04
MGAZ	GGA25	0.00021
MGAUL	GGA25	0.00177
MGAUP	GGA25	0.01937
MGA1	GGA26	-0.00054
MGA2	GGA26	-9.00E-05
MGA3	GGA26	-3.00E-05
MGA4	GGA26	0.00014
MGA5	GGA26	0.00014
MGA6	GGA26	0.00022
MGA7	GGA26	0.00015
MGA8	GGA26	3.00E-04
MGA9	GGA26	0.00024
MGA10	GGA26	0.00012
MGA11	GGA26	0.00034
MGA12	GGA26	0.00014
MGA13	GGA26	2.00E-04
MGA14	GGA26	0.00034
MGA15	GGA26	0.00021
MGA16	GGA26	0.00019
MGA17	GGA26	0.00033
MGA18	GGA26	0
MGA19	GGA26	0.00034
MGA20	GGA26	0.00017
MGA21	GGA26	0.00015
MGA22	GGA26	0.00029
MGA23	GGA26	0.00024
MGA24	GGA26	0.00033
MGA25	GGA26	0.00018
MGA26	GGA26	0.00022
MGA27	GGA26	0.00025
MGA28	GGA26	0.00022
MGA29	GGA26	2.00E-04
MGA30	GGA26	0.00021
MGAMT	GGA26	0
MGAW	GGA26	0.00018
MGAZ	GGA26	9.00E-05
MGAUL	GGA26	0.00109
MGAUP	GGA26	0.00446
MGA1	GGA27	0.00037
